stress_level_value,label
20.0,1
23.0,2
21.0,3
22.0,4
21.0,5
23.0,6
23.0,7
22.0,8
18.0,9
22.0,10
22.0,11
21.0,12
21.0,13
19.0,14
19.0,15
24.0,16
10.0,17
10.0,18
-1.0,19
22.0,20
23.0,21
21.0,22
21.0,23
21.0,24
15.0,25
9.0,26
12.0,27
12.0,28
10.0,29
-1.0,30
17.0,31
17.0,32
11.0,33
11.0,34
20.0,35
20.0,36
-1.0,37
23.0,38
23.0,39
21.0,40
24.0,41
24.0,42
24.0,43
18.0,44
18.0,45
17.0,46
17.0,47
14.0,48
14.0,49
14.0,50
