stress_level_value,label
23.0,1
22.0,2
24.0,3
19.0,4
23.0,5
23.0,6
23.0,7
20.0,8
19.0,9
24.0,10
18.0,11
-2.0,12
-2.0,13
-2.0,14
-2.0,15
-1.0,16
-2.0,17
-2.0,18
-1.0,19
-1.0,20
-1.0,21
-1.0,22
-2.0,23
-2.0,24
-1.0,25
-1.0,26
-1.0,27
-1.0,28
-1.0,29
-2.0,30
-2.0,31
-2.0,32
-2.0,33
-2.0,34
-2.0,35
-2.0,36
-2.0,37
-1.0,38
-1.0,39
1.0,40
2.0,41
2.0,42
-1.0,43
-2.0,44
-2.0,45
-2.0,46
-2.0,47
40.0,48
40.0,49
40.0,50
