heart_rate,label
57,1
59,2
59,3
63,4
60,5
58,6
62,7
65,8
65,9
65,10
62,11
68,12
68,13
62,14
57,15
58,16
54,17
53,18
54,19
53,20
53,21
59,22
56,23
60,24
68,25
66,26
63,27
63,28
61,29
60,30
62,31
55,32
66,33
59,34
54,35
52,36
52,37
62,38
68,39
72,40
72,41
63,42
63,43
64,44
66,45
66,46
66,47
59,48
57,49
57,50
