heart_rate,label
55,1
55,2
73,3
86,4
87,5
86,6
86,7
86,8
84,9
84,10
84,11
83,12
83,13
83,14
83,15
84,16
83,17
83,18
84,19
84,20
83,21
83,22
83,23
83,24
82,25
82,26
82,27
82,28
82,29
82,30
83,31
82,32
83,33
83,34
83,35
82,36
82,37
82,38
82,39
82,40
82,41
82,42
83,43
82,44
83,45
109,46
108,47
108,48
96,49
96,50
