heart_rate,label
78,1
76,2
80,3
76,4
76,5
77,6
79,7
77,8
79,9
78,10
78,11
79,12
84,13
77,14
79,15
76,16
77,17
84,18
75,19
74,20
75,21
77,22
81,23
76,24
76,25
74,26
76,27
82,28
75,29
72,30
72,31
75,32
75,33
80,34
78,35
74,36
76,37
76,38
76,39
74,40
77,41
78,42
75,43
76,44
77,45
77,46
71,47
72,48
71,49
72,50
