heart_rate,label
73,1
74,2
76,3
76,4
81,5
81,6
78,7
76,8
76,9
80,10
77,11
76,12
76,13
80,14
80,15
77,16
77,17
72,18
81,19
79,20
79,21
82,22
80,23
82,24
83,25
79,26
77,27
81,28
86,29
82,30
84,31
84,32
80,33
83,34
83,35
79,36
80,37
80,38
83,39
83,40
79,41
90,42
73,43
72,44
72,45
78,46
89,47
89,48
0,49
0,50
