heart_rate,label
78,1
76,2
73,3
73,4
73,5
77,6
77,7
90,8
90,9
90,10
90,11
82,12
82,13
82,14
82,15
79,16
79,17
79,18
78,19
79,20
79,21
79,22
78,23
81,24
81,25
84,26
84,27
77,28
77,29
78,30
78,31
83,32
74,33
74,34
78,35
78,36
78,37
78,38
78,39
0,40
0,41
78,42
78,43
75,44
75,45
77,46
77,47
78,48
78,49
