building_ID,heart_rate,stress_level_value,eda,temp,Theta,Alpha,BetaL,BetaH,Gamma,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15
1,86,23,0.049032621,31.5035,1.86229118883928,1.24941975967261,0.92714071532738,0.442418207440476,0.281322547916666,1,-1,-1,1,1,-1,-2,0,0,0,1,1,-1,-1,-1
2,83,20,0.053463421,31.46443333,1.87384402827381,1.66131846235119,1.04304977991071,0.569027563839285,0.412925182440476,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
3,84,-1,0.056150854,31.41848333,1.58031403928571,1.4372960313988,0.990549603720238,0.560778045089285,0.426992537648809,2,-2,1,1,1,1,1,1,0,0,-1,1,-1,-1,-1
4,85,23,0.058895259,31.40283333,1.94418964137214,1.57081394208494,1.49616629759429,0.830376265666765,0.684246671369171,-1,-2,-1,1,1,1,2,1,1,1,1,1,1,-1,-1
5,88,17,0.061758917,31.3972,2.15992622380952,1.7339336282738,1.40246284776785,0.718729687202381,0.565298887053571,1,-1,-2,-1,-1,1,-1,1,1,1,-2,0,-1,-2,-2
6,85,19,0.064017846,31.3491,2.29413161056547,1.86407605148809,1.78181456815476,1.09754946592261,0.924223021279761,-1,-1,-2,1,1,2,2,1,1,1,-1,-1,1,-1,-2
7,85,22,0.068244188,31.38246667,1.88593189151785,1.32964347113095,0.912448909523809,0.507768150595237,0.410366711607142,2,1,2,1,1,2,2,1,2,-1,1,1,1,1,2
8,84,25,0.07115915,31.52083333,2.75424645208333,1.56395339330357,1.11009333005952,0.798218436607143,0.75352190610119,2,2,1,-1,-2,1,1,-2,-1,-1,1,1,1,-1,-2
9,86,17,0.074146542,31.58876667,2.85686431205357,1.9148592078869,1.21947078794642,0.559212657589285,0.36844888095238,2,1,1,1,1,1,1,1,-1,-2,1,1,1,1,1
10,83,24,0.076626854,31.65833333,2.26128077160677,1.38414622972972,0.983639468814968,0.471037186219186,0.426764523017523,1,2,1,1,1,1,-1,1,1,1,1,1,-1,1,1
11,84,16,0.080267554,31.7333,2.69993020208333,1.74209930178571,1.02137495119047,0.4551546125,0.374535022767857,1,-1,-1,1,1,1,1,1,1,-1,1,1,1,1,-1
12,86,20,0.083086675,31.74913333,2.18492295223214,1.6773763220238,0.894394245089285,0.383962987797618,0.269873965922619,1,1,1,-1,-1,-1,1,-1,1,0,-1,-1,-1,-1,-1
13,84,24,0.084125875,31.7719,2.30025106162756,1.78067255910305,1.06704818651618,0.520506114939115,0.374237324472824,1,-1,-1,1,1,1,1,1,1,-1,1,1,1,1,-1
14,84,20,0.086090233,31.77238333,2.2253816595238,1.60593276443452,1.01986507797619,0.624329143749999,0.533038066964285,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15,84,20,0.089146487,31.76075,2.13637316681547,1.57394902901785,1.02100374404761,0.612777600595238,0.601169316666666,1,-1,-2,-1,-1,1,-1,1,1,1,-1,1,1,-1,-1
16,84,22,0.091263079,31.76791667,2.68167975942975,1.81320103593703,1.00221361404811,0.459144541134541,0.356584913424413,1,1,2,1,1,1,1,1,-1,1,1,1,1,1,1
17,84,22,0.093511996,31.7612,1.99558570818452,1.54666606934523,0.932453363988095,0.463336759523809,0.34671065297619,1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1
18,83,18,0.096846475,31.74905,2.67483601026785,2.02369858958333,1.29884362321428,0.795639926934523,0.742100837797618,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
19,81,22,0.098447707,31.7477,2.61686996294642,1.62106021875,1.46963722276785,0.799939447023809,0.674970472172619,1,1,1,1,1,1,-1,1,1,1,1,2,1,1,1
20,83,18,0.100048146,31.75041667,3.5264883024948,1.89746618978319,1.40543383635283,0.819682944460944,0.724514514850014,1,-1,-1,-1,-1,1,-2,-1,-1,-1,1,1,-1,-1,-1
21,84,10,0.100436234,31.7372,2.60878491830357,1.6343741251488,1.02955262455357,0.662619643749999,0.461791276785714,1,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,1
22,78,6,0.097945442,31.70903333,2.42995830520833,1.57749470922619,1.06930306830357,0.616054651636904,0.518374655505952,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1
23,81,15,0.099410658,31.6774,2.35311901517857,1.73301922738095,1.20372510714285,0.789885149107142,0.835883103720238,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,-1,-1,-1
24,80,21,0.104428529,31.57243333,56.833473622619,10.124194338244,4.14621132812499,1.43998055446428,1.05483019241071,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,-1
25,80,21,0.104428529,31.57243333,56.833473622619,10.124194338244,4.14621132812499,1.43998055446428,1.05483019241071,1,-1,-1,1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1
26,80,9,0.106102938,31.5256,10.9663515571428,3.40561491011904,1.79768379732142,1.39207747886904,1.41508334985119,1,-1,-2,1,-1,1,1,-1,-1,1,-1,1,-1,-1,-2
27,80,6,0.108215519,31.4866,40.2386352699732,7.23300241713692,3.80738987570537,3.01665792248292,2.29357153014553,1,1,2,1,1,-1,-1,1,1,1,-1,1,1,1,2
28,84,15,0.108978612,31.45516667,4.84284772336309,2.25699127782738,1.73586663809523,1.35720987767857,1.38607466949404,1,-1,-2,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-2
29,85,18,0.110351304,31.4289,3.34380423110119,1.72304172738095,1.13930794136904,0.604263551785714,0.499418156845238,1,-1,1,1,-1,1,-1,1,1,1,1,1,-1,1,1
30,84,22,0.112186608,31.3959,3.14792722857142,2.12286062425595,1.09434429613095,0.660474753571428,0.663591613095238,1,-1,2,1,1,1,1,1,1,1,1,1,1,1,2
31,81,15,0.116733365,31.33215,24.2245498465773,6.48561279583333,5.51030711517857,1.3389348032738,0.55455434047619,-1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,-1
32,87,20,0.120189879,31.30413333,2.91562690580357,1.66792776755952,0.971180149702381,0.477512497023809,0.478111813988095,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1
33,90,25,0.121883904,31.2844,85.4892409754464,11.7262567772321,6.7629116688988,1.3511843985119,0.708931601339285,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1
34,90,25,0.121883904,31.2844,85.4892409754464,11.7262567772321,6.7629116688988,1.3511843985119,0.708931601339285,1,-1,1,1,2,1,1,1,1,1,2,1,1,2,1
35,80,15,0.123008561,31.274,17.3113692775467,3.9956276051381,1.54335993020493,0.620927565637065,0.36128968057618,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1
36,84,8,0.152172751,31.26056667,4.05982938809523,1.86059092113095,1.20171660907738,0.810448841220238,0.882217702232142,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-2
37,79,17,0.155101154,31.20076667,7.15448081443452,3.19234284270833,2.02655500342261,0.91512429375,0.654380639434523,1,-1,1,-1,-1,1,-1,1,-1,-1,-2,1,1,-1,-1
38,80,14,0.156455436,31.05373333,48.0178038299107,9.51863209791666,5.59716976041666,2.08701275416666,1.08352182946428,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1
39,80,8,0.158262063,30.94431667,5.58305997678571,2.10690097961309,1.3221155313988,0.848847333333333,0.611123989880952,-1,-1,-1,1,-1,1,1,1,1,1,-2,1,1,-1,-1
40,82,16,0.159904604,30.87201667,64.5587189657738,14.3538923931547,6.1519915595238,3.16768644017857,1.34406480922619,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-2
41,79,11,0.162085129,30.78441667,9.55207781749332,3.01039973076923,2.03574564597564,1.12651614731214,0.729192984555984,1,-1,1,-1,-1,1,1,1,1,1,-2,1,1,-1,-1
42,83,7,0.163910117,30.72260656,2.97845094568452,1.78062806041666,0.972285098511904,0.590574956547619,0.58407541235119,1,-1,-1,-1,-2,1,1,1,1,1,-1,-1,1,-1,-1
43,79,12,0.164908258,30.66471667,7.64236540699404,2.530952353125,1.36136507648809,0.656494411607142,0.429840991815476,1,-1,1,1,1,1,-1,1,1,1,1,1,-1,1,-1
44,79,5,0.169140267,30.60137288,23.4579081492426,3.30383804855955,2.63889725972676,2.0879880990496,1.39054072750222,-1,-2,-1,1,1,-1,-1,1,1,1,-1,1,-1,-1,-1
45,79,5,0.169140267,30.60137288,23.4579081492426,3.30383804855955,2.63889725972676,2.0879880990496,1.39054072750222,1,-1,-1,-1,-2,-1,-2,1,1,1,-1,-1,-1,-1,-2
46,81,9,0.171742913,30.54733333,4.28973963363095,3.03369283720238,5.55608022886904,4.2641974422619,4.41780400357142,1,1,1,1,1,1,1,1,-1,-2,1,1,-1,1,-1
47,87,8,0.136911883,30.46211475,146.882266167261,27.3865894464285,27.4869159769345,14.0961920735119,8.47638502306547,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1
48,79,15,0.150404618,30.39345763,255.658986797806,51.7654325208098,37.2234897921822,22.2665986875703,14.547218215973,-1,-1,-2,-1,-2,1,-1,1,-1,-1,-1,-1,-1,-1,-2
49,83,9,0.013929175,29.65105,1.67270212073062,2.06520571057321,2.36164069498069,2.34903651395901,2.39085903177903,1,-2,1,1,2,1,1,1,1,-1,2,1,1,2,1
50,87,8,0.000606475,28.18268333,2.19495252127976,1.91006967023809,1.8994654720238,1.93213597559523,1.8484856782738,-1,-1,-2,-1,-2,-1,-1,1,1,1,-2,-1,-1,-2,-2
