building_ID,heart_rate,stress_level_value,eda,temp,Theta,Alpha,BetaL,BetaH,Gamma,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15
1,81,24,0.0330300958333333,28.61165,13.7467066228096,3.06967766038016,1.58596191490941,0.860402107217107,0.563497652064152,0,0,-1,1,2,0,0,1,1,1,0,0,0,0,0
2,81,24,0.0330300958333333,28.61165,13.7467066228096,3.06967766038016,1.58596191490941,0.860402107217107,0.563497652064152,0,0,1,1,2,1,2,2,0,0,1,2,0,1,1
3,83,24,0.0342301708333333,28.64585,14.1189197776785,3.48890619017857,1.91525381443452,0.901983824255952,0.631660751785714,1,1,1,0,0,0,1,-1,-1,0,0,0,0,1,1
4,84,23,0.0380162208333333,28.7259999999999,13.483571520238,2.92994792470238,1.34543214255952,0.629227788839285,0.411689845535714,1,1,1,1,1,1,1,2,2,2,1,2,0,1,2
5,78,21,0.0445734958333333,28.72965,13.0620324998511,3.06544106443452,2.06131633497023,1.06934432410714,0.742353793898809,0,0,0,1,1,-2,-2,0,-1,0,0,1,0,-1,-1
6,80,23,0.0467331875,28.7373,9.48612885610335,2.33334423863973,1.33545926180576,0.646645207454707,0.478601079150578,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1
7,79,23,0.0488432416666667,28.758,12.4272707578869,3.56926071607142,2.04986094047619,1.05958736011904,0.745057365624999,0,-1,0,1,1,1,1,1,1,2,1,1,0,1,2
8,77,23,0.0516939374999999,28.8331499999999,11.2442326526785,3.32308552574404,1.76749691949404,1.0604068938988,0.761277455803571,-1,-2,-1,1,1,0,0,1,0,1,0,0,-1,0,0
9,81,23,0.0530464583333333,28.8551999999999,12.1946679202554,3.09548239100089,1.56071813379863,0.841066206860707,0.580797252004752,1,0,1,1,1,1,0,0,-1,-1,1,1,1,1,1
10,80,22,0.0559252875,28.89525,13.7415662407738,5.13609466294642,2.49437458482142,1.4288327532738,1.00439921086309,0,-1,0,1,1,0,0,0,-1,-1,1,2,0,0,1
11,78,20,0.0564196583333333,28.9492499999999,11.0550960078869,2.93214584627976,1.51010170803571,0.844851322767857,0.588309965922619,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1
12,80,24,0.0581901374999999,29.0873499999999,9.66886272782738,3.59171097529761,1.95192634508928,1.11179491502976,0.747073249404762,1,0,1,1,1,0,-1,1,0,0,0,1,0,0,1
13,80,24,0.0581901374999999,29.0873499999999,9.66886272782738,3.59171097529761,1.95192634508928,1.11179491502976,0.747073249404762,0,0,1,1,2,1,2,2,1,1,0,0,0,1,1
14,78,23,0.0596252458333333,29.1286999999999,13.3425778331845,4.07359466800595,2.70773455863095,1.47019134479166,1.1335373266369,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1
15,79,20,0.0589556041666667,29.1849499999999,19.5921116027621,8.90475626150875,7.70124632863082,3.12154977680427,1.62020384065934,1,0,1,1,1,1,0,0,0,-1,1,1,0,0,1
16,74,15,0.0614384791666666,29.2717,12.4076653891369,3.40672018824404,1.52421669672619,0.866644670089285,0.57434665282738,1,0,1,1,1,0,1,1,0,0,1,1,1,1,2
17,80,12,0.0633488458333333,29.29725,326.088791545386,72.9012474925595,47.0593429418154,17.1016319793154,5.82376960357142,0,1,0,1,0,-2,-1,-1,-1,0,0,0,0,0,-1
