building_ID,heart_rate,stress_level_value,eda,temp,Theta,Alpha,BetaL,BetaH,Gamma,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15
1,78,1,0.400215645833332,31.3364833333333,10.6182116325892,2.09477309791666,1.21067822752976,0.557120061309523,0.29707104122023803,-1,-1,-1,0,1,0,-1,1,1,0,0,1,0,-1,-1
2,76,1,0.40367034166666604,31.3716333333332,7.516257895238089,2.08291055208333,1.10526999404761,0.511720066220238,0.28571124002976095,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1
3,73,1,0.40457772083333293,31.3902666666666,8.87614557425006,2.4323171580041496,1.16645322081972,0.49752500965250895,0.268991815265815,-1,-1,-2,-1,0,-1,-1,0,0,0,-1,0,-1,0,-1
4,73,1,0.40457772083333293,31.3902666666666,8.87614557425006,2.4323171580041496,1.16645322081972,0.49752500965250895,0.268991815265815,-1,0,-1,1,0,-1,-1,0,0,1,0,0,-1,-1,-2
5,73,1,0.40457772083333293,31.3902666666666,8.87614557425006,2.4323171580041496,1.16645322081972,0.49752500965250895,0.268991815265815,-1,0,-1,-1,-1,-1,0,0,1,0,-1,-1,0,-1,-2
6,77,1,0.4025439583333329,31.3924333333333,8.78713675699404,1.9968463739583302,1.06081596428571,0.473963101934523,0.269440592559523,-1,0,-1,-1,-1,0,-1,-1,0,0,0,-1,0,-1,-2
7,77,1,0.4025439583333329,31.3924333333333,8.78713675699404,1.9968463739583302,1.06081596428571,0.473963101934523,0.269440592559523,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1
8,90,22,0.4042553833333329,31.396333333333303,9.186669717113089,2.0210951922619,1.02079787142857,0.454388987648809,0.25476440297619,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1
9,90,22,0.4042553833333329,31.396333333333303,9.186669717113089,2.0210951922619,1.02079787142857,0.454388987648809,0.25476440297619,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1
10,90,17,0.40899485416666603,31.349516666666602,6.68820028645678,1.7253882395307298,0.8693049073359069,0.37591957484407396,0.195561198396198,-1,0,0,-1,0,0,0,0,0,0,0,-1,0,-1,-1
11,90,17,0.40899485416666603,31.349516666666602,6.68820028645678,1.7253882395307298,0.8693049073359069,0.37591957484407396,0.195561198396198,-1,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,0,-1,-1
12,82,16,0.4162524708333329,31.2883833333332,16.623551278125,4.33161029270833,2.12705505252976,0.9757524575892851,0.46589797053571397,0,0,0,1,1,0,-1,0,0,0,0,1,0,-1,0
13,82,16,0.4162524708333329,31.2883833333332,16.623551278125,4.33161029270833,2.12705505252976,0.9757524575892851,0.46589797053571397,0,-1,-1,0,-1,0,0,-1,-1,0,0,-1,0,-1,-1
14,82,21,0.4100694958333329,31.2441,11.8701429174107,2.6582533306547598,1.24772521175595,0.576224869196428,0.285355323660714,1,0,1,1,1,0,1,1,1,2,1,1,0,1,1
15,82,21,0.4100694958333329,31.2441,11.8701429174107,2.6582533306547598,1.24772521175595,0.576224869196428,0.285355323660714,-1,0,0,0,1,0,0,0,1,0,-1,0,-1,0,-1
