building_ID,heart_rate,stress_level_value,eda,temp,Theta,Alpha,BetaL,BetaH,Gamma,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15
1,92,66,0.47253646666666604,31.5425,6.112126452529759,1.80932871071428,1.01743574880952,0.5060249808035711,0.328609736309523,-1,-1,-2,0,1,-2,-2,0,0,-1,-1,0,1,-2,-1
2,93,63,0.4435553083333329,31.5243,6.7763407421130895,1.73318052857142,0.8713624055059521,0.388734722321428,0.222141995089285,1,1,1,2,2,1,1,1,1,1,1,2,1,2,2
3,91,61,0.39925960504201596,31.509133333333303,8.03942502598752,1.89536086872586,0.98753899079299,0.400738313929313,0.195509738045738,0,0,0,0,1,0,0,0,0,0,-1,-1,0,-1,-1
4,89,61,0.35766925726140997,31.542066666666603,9.667516177678571,2.2735575625,1.19486278258928,0.600947482589285,0.46794895863095204,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1
5,89,53,0.334622991735537,31.559833333333202,7.45116613439263,1.76556693391743,0.878643347044847,0.38421274071874,0.21973730487080398,-1,0,-1,-1,0,-2,-2,0,0,0,-1,-1,0,-1,-2
6,90,49,0.318705079166666,31.5723999999999,8.59990527514881,1.9518692645833302,0.9856143361607141,0.45628062455357105,0.28387087485119,0,0,-1,-1,-1,-1,-1,-2,-1,-1,-2,-1,0,-2,-2
7,88,52,0.296055458333333,31.5702499999999,5.27443177127975,1.40265898184523,0.796868355208333,0.435281273363095,0.302155804315476,1,1,1,1,1,1,1,1,1,0,1,1,0,1,2
8,86,44,0.2858946875,31.536433333333303,5.88476046851797,1.8366171069201,0.9604437450252441,0.443906521532521,0.294818498514998,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0
9,88,38,0.2764756375,31.499166666666603,10.094835689285699,1.93415348660714,0.972349253273809,0.451670186904762,0.33261261860119,2,1,2,1,0,0,0,0,-1,-1,1,0,0,0,1
10,84,48,0.256187962499999,31.374666666666602,5.472184579002071,1.64508957707157,1.0214055019305,0.525214018265518,0.377394056430056,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
11,89,33,0.24765625833333302,31.228066666666603,5.35738039925595,1.82782494196428,0.9351435174107142,0.459748956696428,0.27847317738095195,1,1,1,0,-1,-1,0,0,0,-1,0,-1,0,0,-1
12,86,47,0.244178874999999,31.1578166666666,8.06104785223214,1.8700842433035703,1.18148763869047,0.544206198809523,0.27424037113095195,0,0,-1,-1,0,-1,-1,-1,0,0,-1,-1,0,-1,-1
13,84,34,0.2340551125,31.0494,6.66030742366071,1.80459838883928,0.9784952523809521,0.502945178571428,0.319053680059523,0,0,0,-1,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1
14,84,34,0.2340551125,31.0494,6.66030742366071,1.80459838883928,0.9784952523809521,0.502945178571428,0.319053680059523,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2
15,85,33,0.226678854166666,30.965066666666605,5.35950220089285,1.5888877412202298,0.960609092559524,0.4602985125,0.263150519791666,0,1,-1,-1,0,-1,-1,0,0,0,-1,0,-1,-1,-1
16,87,39,0.22420775,30.910783333333303,7.223611379863371,1.99671007811107,1.1503653691713602,0.45277603801603794,0.28798958553608506,0,0,0,0,-1,-1,-1,0,0,-1,-1,-1,0,-1,-1
17,86,42,0.222401820833333,30.860483333333303,9.39708038973214,2.6269500449404704,1.4081754815476102,0.612648791369047,0.327958214880952,1,1,0,0,0,-1,-1,0,0,0,-1,0,0,-1,-1
18,84,38,0.21946714583333302,30.711166666666603,7.06791566988416,1.76032631675081,0.903943147163647,0.445897611672111,0.28390145010395,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
19,88,35,0.21629070416666601,30.6493666666666,5.85662224181547,1.59311567648809,0.980741884970238,0.494530860714285,0.314225723214285,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1
20,87,46,0.210930535564853,30.576966666666603,5.51302479032737,1.86123533348214,1.02123794047619,0.410240360565476,0.22187201101190399,1,1,0,0,0,-1,-1,0,0,0,-1,0,0,-1,-1
21,85,42,0.2093648875,30.516466666666602,5.9730612065476105,1.76124542723214,1.02251245714285,0.41255925625,0.219515172916666,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1
22,84,37,0.20858300414937697,30.4638,4.97397805657855,1.42721262711612,0.9305362944757941,0.392859696911197,0.22129245173745102,1,1,0,-1,0,0,0,0,0,-1,-1,0,0,-1,-1
23,82,33,0.20855782083333302,30.424916666666604,4.54823010282737,1.66760187261904,0.9787462357142851,0.386791564434523,0.222779520089285,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,-1
24,83,1,0.207710637499999,30.37385,4.108988815625,1.55393041398809,0.959978748809524,0.391558682738095,0.20787620550595198,2,1,1,1,1,0,0,1,1,1,1,1,1,1,1
25,83,1,0.206934625,30.317683333333303,4.51648501574101,1.57333037050787,0.9144607962577951,0.37160767018116997,0.21540556043956,1,1,0,0,0,0,0,0,0,-1,-1,0,0,-1,0
26,83,36,0.20470748333333302,30.2672333333333,5.42749339136904,1.7629408755952298,0.892535896279761,0.39337562767857104,0.211747391964285,1,0,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,-1,-1
27,82,35,0.205706387499999,30.22455,4.5922206235119,1.9132806578869,1.02603619806547,0.405407058184523,0.214252748065476,1,1,2,1,0,1,1,1,0,0,1,1,1,1,1
