building_ID,heart_rate,stress_level_value,eda,temp,Theta,Alpha,BetaL,BetaH,Gamma,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15
1,57,0,0.0704810458333333,29.22795,4.9953389282738,2.3435266221726097,0.7375918372023811,0.407240739880952,0.210671529166666,2,1,1,2,1,-2,-2,0,0,0,1,1,0,1,1
2,59,0,0.0754744291666666,29.3789,16.145614284821402,3.3220575370535697,1.04227758005952,0.570098854910714,0.37320471874999894,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2
3,59,2,0.0820573499999999,29.5006,6.45383142738342,2.8947357001782,0.9473723157113159,0.505760831749331,0.332796747104247,-1,-1,-1,-2,-2,-1,-2,0,-1,-1,-1,-2,-2,-1,-1
4,63,4,0.0896079708333333,29.5955,7.677071091220231,3.0229256370535698,1.1265039122023799,0.5197619677083329,0.285412289732142,1,1,1,1,1,-1,-1,1,1,1,1,1,1,2,0
5,60,0,0.0960014083333333,29.663783333333303,5.7579327876488104,2.028226090625,0.8245601409226179,0.43024089791666603,0.225408137648809,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
6,58,0,0.10262213749999902,29.7652,7.2999358804573795,2.97389173121472,1.11348899198099,0.511676222007721,0.229988969557469,0,0,-1,-1,0,-2,-2,-2,-2,-2,-1,-1,-2,-1,-2
7,62,0,0.11200275833333301,29.86635,12.8051789581845,3.1782589416666602,1.06446729002976,0.516467740773809,0.290972453720238,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8,65,5,0.11626612499999901,29.946866666666605,27.0629123730654,5.977495578124991,2.05874199866071,0.81604486860119,0.545937668303571,-1,0,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
9,65,6,0.149679679166666,29.9918,8.0904729097119,2.4718730991980897,1.22428284749034,0.67459173032373,0.45076694149094104,2,2,2,1,1,1,1,0,0,0,1,1,1,1,1
10,65,6,0.149679679166666,29.9918,8.0904729097119,2.4718730991980897,1.22428284749034,0.67459173032373,0.45076694149094104,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
11,62,3,0.1689749,29.999000000000002,9.14522542812499,2.5766847349702298,1.18236684761904,0.610563184375,0.43678862514880895,1,1,1,-1,0,0,0,-1,-1,-1,0,0,-1,-1,-1
12,68,0,0.190592212499999,30.02365,5.50913052880903,2.16821968369468,0.8805560648945642,0.529925191862192,0.31448474502524393,1,1,0,1,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1
13,68,0,0.190592212499999,30.02365,5.50913052880903,2.16821968369468,0.8805560648945642,0.529925191862192,0.31448474502524393,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14,62,2,0.19669489583333302,30.0634499999999,10.9185676855654,3.2399829781249903,1.2462622315476102,0.550286796875,0.35703535178571394,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
15,57,2,0.19967063333333301,30.1023,5.53524323273809,2.49535173229166,1.00085577306547,0.536127089285714,0.33506797008928496,-1,1,-1,-1,-1,-2,-2,-2,-2,-2,-1,-1,1,-1,-1
16,58,0,0.20411292083333302,30.133216666666602,6.425852057142861,2.2086797907738,0.8441603924107142,0.48423792797619,0.251215043898809,1,-1,1,0,0,1,1,1,1,1,1,1,0,0,0
17,54,0,0.203194404166666,30.170866666666605,7.68875384407483,2.65870936842886,0.990111034006533,0.5040711773091769,0.311075091179091,-1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
18,53,0,0.204053191666666,30.174366666666604,7.7322365736607095,2.90772836116071,1.11440330297619,0.6065138438988089,0.38525147127976095,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19,54,0,0.2062913625,30.182166666666603,16.2435047492559,5.368655686458331,1.6982460188988,1.01445340773809,0.683432915624999,1,1,1,1,-1,1,0,1,0,0,1,1,1,1,0
20,53,0,0.207742966666666,30.213,8.24085863511905,2.97490600178571,1.14733896502976,0.594123650148809,0.35763107142857103,-1,0,-1,-2,1,-1,-1,1,1,1,-2,-1,-1,-2,-2
21,53,0,0.207742966666666,30.213,8.24085863511905,2.97490600178571,1.14733896502976,0.594123650148809,0.35763107142857103,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
22,59,0,0.21161134583333302,30.24235,17.4301083734778,6.3351875420255395,2.51743332595782,1.01645413602613,0.462423519453519,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1
23,56,0,0.215401683333333,30.252466666666603,49.172917064285706,14.6356102837797,6.81294582901785,2.73309441443452,1.1744849014880903,2,1,2,1,1,0,0,1,1,1,1,1,1,1,1
24,60,2,0.284794112499999,30.4143833333333,533.251843213245,69.6549899754975,40.4063838094743,10.0529013991684,3.07806863751113,2,2,2,1,1,0,0,1,1,1,1,1,1,1,1
25,68,11,0.28794182499999893,30.4612166666666,13.1788784186219,3.94424019869319,1.599111008019,1.03276394475794,0.9225888026433019,0,0,1,-1,-1,-1,-1,-1,0,0,-1,0,-1,0,-1
26,66,8,0.28976214166666603,30.5075999999999,25.235760102529696,7.759864408630951,2.43498700357142,1.16286329985119,0.512853129613095,-1,0,0,-1,-1,0,-2,-2,-1,-1,-1,-1,-1,-1,-1
27,63,0,0.279526217573221,30.4807999999999,29.418960863988104,9.71534961651785,4.18796129375,2.58415579002976,1.3804404095238,2,2,2,2,2,0,0,1,1,1,2,2,2,2,2
28,63,0,0.279526217573221,30.4807999999999,29.418960863988104,9.71534961651785,4.18796129375,2.58415579002976,1.3804404095238,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
29,61,1,0.259080741666666,30.4131833333333,170.65080233377898,9.83760844925595,2.5666467450892796,1.06735863839285,0.632988423958333,2,2,2,2,0,1,1,1,1,1,1,1,0,1,1
