stress_level_time,stress_level_value
2020-12-13 13:45:00,-1.0
2020-12-13 13:46:00,-1.0
2020-12-13 13:47:00,12.0
2020-12-13 13:48:00,45.0
2020-12-13 13:49:00,27.0
2020-12-13 13:50:00,47.0
2020-12-13 13:51:00,40.0
2020-12-13 13:52:00,36.0
2020-12-13 13:53:00,38.0
2020-12-13 13:54:00,37.0
2020-12-13 13:55:00,30.0
2020-12-13 13:56:00,34.0
2020-12-13 13:57:00,-1.0
2020-12-13 13:58:00,-1.0
2020-12-13 13:59:00,24.0
2020-12-13 14:00:00,-1.0
2020-12-13 14:01:00,27.0
2020-12-13 14:02:00,-1.0
2020-12-13 14:03:00,24.0
2020-12-13 14:04:00,-1.0
2020-12-13 14:05:00,-1.0
2020-12-13 14:06:00,23.0
2020-12-13 14:07:00,25.0
2020-12-13 14:08:00,-1.0
2020-12-13 14:09:00,14.0
2020-12-13 14:10:00,18.0
2020-12-13 14:11:00,-1.0
2020-12-13 14:12:00,-1.0
2020-12-13 14:13:00,22.0
2020-12-13 14:14:00,-1.0
2020-12-13 14:15:00,-1.0
2020-12-13 14:16:00,-1.0
2020-12-13 14:17:00,17.0
2020-12-13 14:18:00,21.0
2020-12-13 14:19:00,25.0
2020-12-13 14:20:00,24.0
2020-12-13 14:21:00,-1.0
2020-12-13 14:22:00,23.0
2020-12-13 14:23:00,18.0
2020-12-13 14:24:00,16.0
2020-12-13 14:25:00,19.0
2020-12-13 14:26:00,12.0
2020-12-13 14:27:00,18.0
2020-12-13 14:28:00,21.0
2020-12-13 14:29:00,20.0
2020-12-13 14:30:00,20.0
2020-12-13 14:31:00,21.0
2020-12-13 14:32:00,18.0
2020-12-13 14:33:00,20.0
2020-12-13 14:34:00,15.0
2020-12-13 14:35:00,16.0
2020-12-13 14:36:00,18.0
2020-12-13 14:37:00,-2.0
2020-12-13 14:38:00,-1.0
2020-12-13 14:39:00,-1.0
2020-12-13 14:40:00,-1.0
