stress_level_time,stress_level_value
2020-12-13 10:46:00,47.0
2020-12-13 10:47:00,51.0
2020-12-13 10:48:00,59.0
2020-12-13 10:50:00,53.0
2020-12-13 10:51:00,66.0
2020-12-13 10:52:00,63.0
2020-12-13 10:53:00,63.0
2020-12-13 10:54:00,61.0
2020-12-13 10:55:00,57.0
2020-12-13 10:56:00,61.0
2020-12-13 10:57:00,53.0
2020-12-13 10:58:00,49.0
2020-12-13 10:59:00,48.0
2020-12-13 11:00:00,52.0
2020-12-13 11:01:00,44.0
2020-12-13 11:02:00,38.0
2020-12-13 11:03:00,32.0
2020-12-13 11:04:00,48.0
2020-12-13 11:05:00,40.0
2020-12-13 11:06:00,33.0
2020-12-13 11:07:00,47.0
2020-12-13 11:08:00,50.0
2020-12-13 11:09:00,34.0
2020-12-13 11:10:00,32.0
2020-12-13 11:11:00,33.0
2020-12-13 11:12:00,39.0
2020-12-13 11:13:00,42.0
2020-12-13 11:14:00,41.0
2020-12-13 11:15:00,38.0
2020-12-13 11:16:00,35.0
2020-12-13 11:17:00,46.0
2020-12-13 11:18:00,42.0
2020-12-13 11:19:00,37.0
2020-12-13 11:20:00,33.0
2020-12-13 11:21:00,-1.0
2020-12-13 11:22:00,-1.0
2020-12-13 11:23:00,36.0
2020-12-13 11:24:00,35.0
2020-12-13 11:25:00,-1.0
2020-12-13 11:26:00,-1.0
2020-12-13 11:27:00,36.0
2020-12-13 11:28:00,61.0
2020-12-13 11:29:00,-1.0
2020-12-13 11:30:00,-1.0
2020-12-13 11:31:00,26.0
2020-12-13 11:32:00,-1.0
2020-12-13 11:33:00,-1.0
2020-12-13 11:34:00,-1.0
2020-12-13 11:35:00,-1.0
2020-12-13 11:36:00,-1.0
2020-12-13 11:37:00,-1.0
2020-12-13 11:38:00,24.0
2020-12-13 11:39:00,-1.0
2020-12-13 11:40:00,-1.0
2020-12-13 11:41:00,27.0
2020-12-13 11:42:00,-1.0
2020-12-13 11:43:00,24.0
2020-12-13 11:44:00,-1.0
2020-12-13 11:45:00,33.0
2020-12-13 11:46:00,25.0
2020-12-13 11:47:00,-1.0
2020-12-13 11:48:00,-1.0
2020-12-13 11:49:00,24.0
2020-12-13 11:50:00,-1.0
2020-12-13 11:51:00,-1.0
2020-12-13 11:52:00,-1.0
2020-12-13 11:53:00,-1.0
2020-12-13 11:54:00,-1.0
2020-12-13 11:55:00,-1.0
2020-12-13 11:56:00,-1.0
2020-12-13 11:57:00,-1.0
2020-12-13 11:58:00,-1.0
2020-12-13 11:59:00,-1.0
2020-12-13 12:00:00,-1.0
2020-12-13 12:01:00,-1.0
2020-12-13 12:02:00,-1.0
2020-12-13 12:03:00,-1.0
2020-12-13 12:04:00,-1.0
2020-12-13 12:05:00,-1.0
2020-12-13 12:06:00,-1.0
2020-12-13 12:07:00,-1.0
2020-12-13 12:08:00,-1.0
2020-12-13 12:09:00,-1.0
2020-12-13 12:10:00,-1.0
2020-12-13 12:11:00,-1.0
2020-12-13 12:12:00,-1.0
2020-12-13 12:13:00,-1.0
