stress_level_time,stress_level_value
2020-12-07 10:49:00,10.0
2020-12-07 10:50:00,0.0
2020-12-07 10:51:00,6.0
2020-12-07 10:52:00,2.0
2020-12-07 10:53:00,0.0
2020-12-07 10:54:00,2.0
2020-12-07 10:55:00,12.0
2020-12-07 10:56:00,6.0
2020-12-07 10:57:00,2.0
2020-12-07 10:58:00,20.0
2020-12-07 10:59:00,24.0
2020-12-07 11:00:00,21.0
2020-12-07 11:01:00,24.0
2020-12-07 11:02:00,18.0
2020-12-07 11:03:00,20.0
2020-12-07 11:04:00,14.0
2020-12-07 11:05:00,13.0
2020-12-07 11:06:00,9.0
2020-12-07 11:07:00,13.0
2020-12-07 11:08:00,16.0
2020-12-07 11:09:00,12.0
2020-12-07 11:10:00,14.0
2020-12-07 11:11:00,19.0
2020-12-07 11:12:00,16.0
2020-12-07 11:13:00,18.0
2020-12-07 11:14:00,14.0
2020-12-07 11:15:00,6.0
2020-12-07 11:16:00,14.0
2020-12-07 11:17:00,9.0
2020-12-07 11:18:00,19.0
2020-12-07 11:19:00,0.0
2020-12-07 11:20:00,5.0
2020-12-07 11:21:00,1.0
2020-12-07 11:22:00,-2.0
2020-12-07 11:23:00,0.0
2020-12-07 11:24:00,-1.0
2020-12-07 11:25:00,-1.0
2020-12-07 11:26:00,-1.0
2020-12-07 11:27:00,-1.0
