stress_level_time,stress_level_value
2020-12-15 13:41:00,44.0
2020-12-15 13:42:00,53.0
2020-12-15 13:43:00,39.0
2020-12-15 13:44:00,21.0
2020-12-15 13:45:00,23.0
2020-12-15 13:46:00,-1.0
2020-12-15 13:47:00,25.0
2020-12-15 13:48:00,27.0
2020-12-15 13:49:00,26.0
2020-12-15 13:50:00,-1.0
2020-12-15 13:51:00,-1.0
2020-12-15 13:52:00,33.0
2020-12-15 13:53:00,-1.0
2020-12-15 13:54:00,24.0
2020-12-15 13:55:00,23.0
2020-12-15 13:56:00,22.0
2020-12-15 13:57:00,14.0
2020-12-15 13:58:00,21.0
2020-12-15 13:59:00,11.0
2020-12-15 14:00:00,13.0
2020-12-15 14:01:00,21.0
2020-12-15 14:02:00,22.0
2020-12-15 14:03:00,11.0
2020-12-15 14:04:00,11.0
2020-12-15 14:05:00,11.0
2020-12-15 14:06:00,17.0
2020-12-15 14:07:00,18.0
2020-12-15 14:08:00,17.0
2020-12-15 14:09:00,17.0
2020-12-15 14:10:00,13.0
2020-12-15 14:11:00,-1.0
2020-12-15 14:12:00,18.0
2020-12-15 14:13:00,11.0
2020-12-15 14:14:00,21.0
2020-12-15 14:15:00,11.0
2020-12-15 14:16:00,20.0
2020-12-15 14:17:00,25.0
2020-12-15 14:18:00,18.0
2020-12-15 14:19:00,23.0
2020-12-15 14:20:00,18.0
2020-12-15 14:21:00,14.0
2020-12-15 14:22:00,8.0
2020-12-15 14:23:00,17.0
2020-12-15 14:24:00,7.0
2020-12-15 14:25:00,3.0
2020-12-15 14:27:00,-1.0
2020-12-15 14:28:00,24.0
2020-12-15 14:29:00,18.0
2020-12-15 14:30:00,13.0
2020-12-15 14:31:00,8.0
2020-12-15 14:32:00,1.0
2020-12-15 14:33:00,1.0
2020-12-15 14:34:00,1.0
2020-12-15 14:35:00,8.0
2020-12-15 14:36:00,8.0
2020-12-15 14:37:00,18.0
2020-12-15 14:38:00,9.0
2020-12-15 14:39:00,12.0
2020-12-15 14:40:00,5.0
2020-12-15 14:41:00,1.0
2020-12-15 14:42:00,2.0
2020-12-15 14:43:00,2.0
2020-12-15 14:44:00,3.0
2020-12-15 14:45:00,10.0
2020-12-15 14:46:00,8.0
2020-12-15 14:47:00,1.0
2020-12-15 14:48:00,1.0
2020-12-15 14:49:00,3.0
2020-12-15 14:50:00,1.0
2020-12-15 14:51:00,6.0
2020-12-15 14:52:00,4.0
2020-12-15 14:53:00,3.0
2020-12-15 14:54:00,8.0
2020-12-15 14:55:00,6.0
2020-12-15 14:56:00,10.0
2020-12-15 14:57:00,8.0
2020-12-15 14:58:00,46.0
2020-12-15 14:59:00,62.0
2020-12-15 15:00:00,-2.0
2020-12-15 15:01:00,-1.0
2020-12-15 15:02:00,-1.0
2020-12-15 15:03:00,-1.0
