stress_level_time,stress_level_value
2020-12-12 13:16:00,54.0
2020-12-12 13:17:00,57.0
2020-12-12 13:18:00,57.0
2020-12-12 13:19:00,73.0
2020-12-12 13:20:00,75.0
2020-12-12 13:21:00,74.0
2020-12-12 13:22:00,56.0
2020-12-12 13:23:00,54.0
2020-12-12 13:24:00,49.0
2020-12-12 13:25:00,66.0
2020-12-12 13:26:00,76.0
2020-12-12 13:27:00,75.0
2020-12-12 13:28:00,72.0
2020-12-12 13:29:00,76.0
2020-12-12 13:30:00,72.0
2020-12-12 13:31:00,72.0
2020-12-12 13:32:00,71.0
2020-12-12 13:33:00,77.0
2020-12-12 13:34:00,75.0
2020-12-12 13:35:00,82.0
2020-12-12 13:36:00,75.0
2020-12-12 13:37:00,81.0
2020-12-12 13:38:00,77.0
2020-12-12 13:40:00,81.0
2020-12-12 13:41:00,79.0
2020-12-12 13:42:00,75.0
2020-12-12 13:43:00,78.0
2020-12-12 13:44:00,76.0
2020-12-12 13:45:00,85.0
2020-12-12 13:46:00,83.0
2020-12-12 13:47:00,84.0
2020-12-12 13:48:00,80.0
2020-12-12 13:49:00,83.0
2020-12-12 13:50:00,81.0
2020-12-12 13:51:00,78.0
2020-12-12 13:52:00,87.0
2020-12-12 13:53:00,86.0
2020-12-12 13:54:00,82.0
2020-12-12 13:55:00,84.0
2020-12-12 13:56:00,76.0
2020-12-12 13:57:00,-2.0
