stress_level_time,stress_level_value
2020-12-12 14:03:00,21.0
2020-12-12 14:04:00,0.0
2020-12-12 14:05:00,0.0
2020-12-12 14:06:00,0.0
2020-12-12 14:07:00,0.0
2020-12-12 14:08:00,0.0
2020-12-12 14:09:00,0.0
2020-12-12 14:10:00,0.0
2020-12-12 14:11:00,4.0
2020-12-12 14:12:00,3.0
2020-12-12 14:13:00,0.0
2020-12-12 14:14:00,0.0
2020-12-12 14:15:00,0.0
2020-12-12 14:16:00,0.0
2020-12-12 14:17:00,1.0
2020-12-12 14:18:00,0.0
2020-12-12 14:19:00,0.0
2020-12-12 14:20:00,0.0
2020-12-12 14:21:00,0.0
2020-12-12 14:22:00,0.0
2020-12-12 14:23:00,0.0
2020-12-12 14:24:00,8.0
2020-12-12 14:25:00,7.0
2020-12-12 14:26:00,0.0
2020-12-12 14:27:00,0.0
2020-12-12 14:28:00,6.0
2020-12-12 14:29:00,1.0
2020-12-12 14:30:00,0.0
2020-12-12 14:31:00,1.0
2020-12-12 14:32:00,1.0
2020-12-12 14:33:00,0.0
2020-12-12 14:34:00,0.0
2020-12-12 14:35:00,0.0
2020-12-12 14:36:00,0.0
2020-12-12 14:37:00,0.0
2020-12-12 14:38:00,0.0
2020-12-12 14:39:00,0.0
2020-12-12 14:40:00,0.0
2020-12-12 14:41:00,1.0
2020-12-12 14:42:00,2.0
2020-12-12 14:43:00,0.0
2020-12-12 14:44:00,0.0
2020-12-12 14:45:00,0.0
2020-12-12 14:46:00,3.0
2020-12-12 14:47:00,0.0
2020-12-12 14:48:00,0.0
2020-12-12 14:49:00,-2.0
2020-12-12 14:50:00,-1.0
2020-12-12 14:51:00,-1.0
2020-12-12 14:52:00,-1.0
2020-12-12 14:53:00,-1.0
2020-12-12 14:54:00,-1.0
