stress_level_time,stress_level_value
2020-11-27 15:30:00,0.0
2020-11-27 15:31:00,0.0
2020-11-27 15:32:00,0.0
2020-11-27 15:33:00,3.0
2020-11-27 15:34:00,0.0
2020-11-27 15:35:00,0.0
2020-11-27 15:36:00,0.0
2020-11-27 15:37:00,0.0
2020-11-27 15:38:00,0.0
2020-11-27 15:39:00,0.0
2020-11-27 15:40:00,0.0
2020-11-27 15:41:00,3.0
2020-11-27 15:42:00,33.0
2020-11-27 15:43:00,31.0
2020-11-27 15:44:00,-1.0
2020-11-27 15:45:00,-1.0
2020-11-27 15:46:00,-1.0
2020-11-27 15:47:00,-1.0
2020-11-27 15:48:00,21.0
2020-11-27 15:49:00,-1.0
2020-11-27 15:50:00,15.0
2020-11-27 15:51:00,-1.0
2020-11-27 15:52:00,7.0
2020-11-27 15:53:00,-1.0
2020-11-27 15:54:00,15.0
2020-11-27 15:55:00,21.0
2020-11-27 15:56:00,17.0
2020-11-27 15:57:00,12.0
2020-11-27 15:58:00,12.0
2020-11-27 15:59:00,10.0
2020-11-27 16:00:00,14.0
2020-11-27 16:01:00,-1.0
2020-11-27 16:02:00,11.0
2020-11-27 16:03:00,7.0
2020-11-27 16:04:00,10.0
2020-11-27 16:05:00,10.0
2020-11-27 16:06:00,6.0
2020-11-27 16:07:00,14.0
2020-11-27 16:08:00,10.0
2020-11-27 16:09:00,11.0
2020-11-27 16:10:00,14.0
2020-11-27 16:11:00,13.0
2020-11-27 16:12:00,8.0
2020-11-27 16:13:00,15.0
2020-11-27 16:14:00,10.0
2020-11-27 16:15:00,18.0
2020-11-27 16:16:00,13.0
2020-11-27 16:17:00,6.0
2020-11-27 16:18:00,19.0
2020-11-27 16:19:00,5.0
2020-11-27 16:20:00,10.0
2020-11-27 16:21:00,9.0
2020-11-27 16:22:00,15.0
2020-11-27 16:23:00,6.0
2020-11-27 16:24:00,-2.0
2020-11-27 16:25:00,-2.0
2020-11-27 16:26:00,78.0
2020-11-27 16:27:00,-2.0
2020-11-27 16:28:00,-1.0
2020-11-27 16:30:00,-1.0
