stress_level_time,stress_level_value
2020-12-09 10:56:00,3.0
2020-12-09 10:57:00,21.0
2020-12-09 10:58:00,14.0
2020-12-09 10:59:00,17.0
2020-12-09 11:00:00,12.0
2020-12-09 11:01:00,5.0
2020-12-09 11:02:00,10.0
2020-12-09 11:03:00,14.0
2020-12-09 11:04:00,6.0
2020-12-09 11:05:00,5.0
2020-12-09 11:06:00,10.0
2020-12-09 11:07:00,10.0
2020-12-09 11:09:00,16.0
2020-12-09 11:10:00,2.0
2020-12-09 11:11:00,2.0
2020-12-09 11:12:00,7.0
2020-12-09 11:13:00,6.0
2020-12-09 11:14:00,5.0
2020-12-09 11:15:00,0.0
2020-12-09 11:16:00,4.0
2020-12-09 11:17:00,17.0
2020-12-09 11:18:00,15.0
2020-12-09 11:19:00,17.0
2020-12-09 11:20:00,4.0
2020-12-09 11:21:00,8.0
2020-12-09 11:22:00,7.0
2020-12-09 11:23:00,13.0
2020-12-09 11:24:00,3.0
2020-12-09 11:25:00,23.0
2020-12-09 11:26:00,13.0
2020-12-09 11:27:00,2.0
2020-12-09 11:28:00,8.0
2020-12-09 11:29:00,6.0
2020-12-09 11:30:00,4.0
2020-12-09 11:31:00,3.0
2020-12-09 11:32:00,4.0
2020-12-09 11:33:00,3.0
2020-12-09 11:34:00,3.0
2020-12-09 11:35:00,4.0
2020-12-09 11:36:00,3.0
2020-12-09 11:37:00,2.0
2020-12-09 11:38:00,0.0
2020-12-09 11:39:00,0.0
2020-12-09 11:40:00,6.0
2020-12-09 11:41:00,3.0
2020-12-09 11:42:00,19.0
2020-12-09 11:43:00,-1.0
2020-12-09 11:44:00,-1.0
2020-12-09 11:45:00,34.0
2020-12-09 11:46:00,19.0
2020-12-09 11:47:00,14.0
2020-12-09 11:48:00,19.0
2020-12-09 11:49:00,17.0
2020-12-09 11:50:00,13.0
2020-12-09 11:51:00,20.0
2020-12-09 11:52:00,20.0
2020-12-09 11:53:00,16.0
2020-12-09 11:54:00,16.0
2020-12-09 11:55:00,21.0
2020-12-09 11:56:00,33.0
2020-12-09 11:57:00,-1.0
2020-12-09 11:58:00,19.0
2020-12-09 11:59:00,-1.0
2020-12-09 12:00:00,18.0
2020-12-09 12:01:00,18.0
2020-12-09 12:02:00,11.0
2020-12-09 12:03:00,15.0
2020-12-09 12:04:00,-1.0
2020-12-09 12:05:00,-1.0
2020-12-09 12:06:00,-1.0
2020-12-09 12:07:00,-1.0
2020-12-09 12:08:00,-1.0
2020-12-09 12:09:00,-1.0
2020-12-09 12:10:00,-1.0
2020-12-09 12:11:00,-1.0
2020-12-09 12:12:00,-1.0
2020-12-09 12:13:00,-1.0
2020-12-09 12:14:00,-1.0
2020-12-09 12:15:00,-1.0
2020-12-09 12:16:00,-1.0
2020-12-09 12:17:00,-1.0
2020-12-09 12:18:00,-1.0
2020-12-09 12:19:00,-1.0
2020-12-09 12:20:00,-1.0
2020-12-09 12:21:00,-1.0
2020-12-09 12:22:00,-1.0
2020-12-09 12:23:00,-1.0
2020-12-09 12:24:00,-1.0
2020-12-09 12:25:00,-1.0
2020-12-09 12:26:00,-1.0
2020-12-09 12:27:00,-1.0
2020-12-09 12:28:00,-1.0
2020-12-09 12:30:00,-2.0
2020-12-09 12:31:00,-2.0
2020-12-09 12:32:00,27.0
2020-12-09 12:33:00,7.0
2020-12-09 12:34:00,7.0
2020-12-09 12:35:00,5.0
2020-12-09 12:36:00,15.0
2020-12-09 12:37:00,19.0
2020-12-09 12:38:00,-2.0
