stress_level_time,stress_level_value
2020-11-25 13:08:00,-1.0
2020-11-25 13:09:00,-1.0
2020-11-25 13:10:00,-1.0
2020-11-25 13:11:00,6.0
2020-11-25 13:13:00,8.0
2020-11-25 13:14:00,0.0
2020-11-25 13:15:00,0.0
2020-11-25 13:16:00,5.0
2020-11-25 13:17:00,18.0
2020-11-25 13:18:00,-2.0
2020-11-25 13:19:00,54.0
2020-11-25 13:20:00,13.0
2020-11-25 13:21:00,2.0
2020-11-25 13:22:00,9.0
2020-11-25 13:23:00,4.0
2020-11-25 13:24:00,0.0
2020-11-25 13:25:00,1.0
2020-11-25 13:26:00,2.0
2020-11-25 13:27:00,11.0
2020-11-25 13:28:00,3.0
2020-11-25 13:29:00,0.0
2020-11-25 13:30:00,1.0
2020-11-25 13:31:00,5.0
2020-11-25 13:32:00,12.0
2020-11-25 13:33:00,12.0
2020-11-25 13:34:00,20.0
2020-11-25 13:35:00,23.0
2020-11-25 13:36:00,13.0
2020-11-25 13:37:00,9.0
2020-11-25 13:38:00,19.0
2020-11-25 13:39:00,9.0
2020-11-25 13:40:00,17.0
2020-11-25 13:41:00,13.0
2020-11-25 13:42:00,21.0
2020-11-25 13:43:00,7.0
2020-11-25 13:44:00,13.0
2020-11-25 13:45:00,22.0
2020-11-25 13:46:00,18.0
2020-11-25 13:47:00,11.0
2020-11-25 13:48:00,22.0
2020-11-25 13:49:00,9.0
2020-11-25 13:50:00,7.0
2020-11-25 13:51:00,20.0
2020-11-25 13:52:00,15.0
2020-11-25 13:53:00,24.0
2020-11-25 13:54:00,24.0
2020-11-25 13:55:00,23.0
2020-11-25 13:56:00,16.0
2020-11-25 13:57:00,15.0
2020-11-25 13:58:00,11.0
2020-11-25 13:59:00,11.0
2020-11-25 14:00:00,9.0
2020-11-25 14:01:00,18.0
2020-11-25 14:02:00,18.0
2020-11-25 14:03:00,14.0
2020-11-25 14:04:00,22.0
2020-11-25 14:05:00,24.0
2020-11-25 14:06:00,17.0
2020-11-25 14:07:00,18.0
2020-11-25 14:08:00,21.0
2020-11-25 14:09:00,19.0
2020-11-25 14:10:00,20.0
2020-11-25 14:11:00,4.0
