stress_level_time,stress_level_value
2020-11-26 15:00:00,19.0
2020-11-26 15:01:00,12.0
2020-11-26 15:02:00,17.0
2020-11-26 15:03:00,19.0
2020-11-26 15:04:00,24.0
2020-11-26 15:05:00,24.0
2020-11-26 15:06:00,23.0
2020-11-26 15:07:00,23.0
2020-11-26 15:08:00,24.0
2020-11-26 15:09:00,21.0
2020-11-26 15:10:00,21.0
2020-11-26 15:11:00,24.0
2020-11-26 15:12:00,24.0
2020-11-26 15:13:00,22.0
2020-11-26 15:14:00,24.0
2020-11-26 15:15:00,23.0
2020-11-26 15:16:00,23.0
2020-11-26 15:17:00,24.0
2020-11-26 15:18:00,24.0
2020-11-26 15:19:00,24.0
2020-11-26 15:20:00,24.0
2020-11-26 15:21:00,22.0
2020-11-26 15:22:00,23.0
2020-11-26 15:23:00,24.0
2020-11-26 15:24:00,24.0
2020-11-26 15:25:00,-1.0
2020-11-26 15:26:00,37.0
2020-11-26 15:27:00,18.0
2020-11-26 15:28:00,24.0
2020-11-26 15:29:00,23.0
2020-11-26 15:30:00,10.0
2020-11-26 15:31:00,22.0
2020-11-26 15:32:00,24.0
2020-11-26 15:33:00,23.0
2020-11-26 15:34:00,14.0
2020-11-26 15:35:00,10.0
2020-11-26 15:36:00,23.0
2020-11-26 15:37:00,17.0
2020-11-26 15:38:00,24.0
2020-11-26 15:39:00,24.0
2020-11-26 15:40:00,20.0
2020-11-26 15:41:00,19.0
2020-11-26 15:42:00,17.0
2020-11-26 15:43:00,25.0
2020-11-26 15:44:00,23.0
2020-11-26 15:45:00,22.0
2020-11-26 15:46:00,24.0
2020-11-26 15:47:00,23.0
2020-11-26 15:48:00,24.0
2020-11-26 15:49:00,24.0
2020-11-26 15:50:00,24.0
2020-11-26 15:51:00,19.0
2020-11-26 15:52:00,24.0
2020-11-26 15:53:00,24.0
2020-11-26 15:54:00,23.0
2020-11-26 15:55:00,19.0
2020-11-26 15:56:00,23.0
2020-11-26 15:57:00,23.0
2020-11-26 15:58:00,24.0
2020-11-26 15:59:00,16.0
2020-11-26 16:00:00,17.0
2020-11-26 16:01:00,21.0
2020-11-26 16:02:00,15.0
2020-11-26 16:03:00,21.0
2020-11-26 16:04:00,22.0
2020-11-26 16:05:00,17.0
2020-11-26 16:06:00,17.0
2020-11-26 16:07:00,15.0
2020-11-26 16:08:00,11.0
2020-11-26 16:09:00,-1.0
2020-11-26 16:10:00,-1.0
