stress_level_time,stress_level_value
2020-12-09 12:45:00,23.0
2020-12-09 12:46:00,24.0
2020-12-09 12:47:00,22.0
2020-12-09 12:48:00,16.0
2020-12-09 12:49:00,13.0
2020-12-09 12:50:00,8.0
2020-12-09 12:51:00,10.0
2020-12-09 12:52:00,14.0
2020-12-09 12:53:00,11.0
2020-12-09 12:54:00,16.0
2020-12-09 12:55:00,16.0
2020-12-09 12:56:00,13.0
2020-12-09 12:57:00,12.0
2020-12-09 12:58:00,20.0
2020-12-09 12:59:00,23.0
2020-12-09 13:00:00,17.0
2020-12-09 13:01:00,24.0
2020-12-09 13:02:00,23.0
2020-12-09 13:03:00,21.0
2020-12-09 13:04:00,19.0
2020-12-09 13:05:00,24.0
2020-12-09 13:06:00,17.0
2020-12-09 13:07:00,17.0
2020-12-09 13:08:00,23.0
2020-12-09 13:09:00,21.0
2020-12-09 13:10:00,10.0
2020-12-09 13:11:00,6.0
2020-12-09 13:12:00,9.0
2020-12-09 13:13:00,19.0
2020-12-09 13:14:00,18.0
2020-12-09 13:15:00,22.0
2020-12-09 13:16:00,21.0
2020-12-09 13:17:00,24.0
2020-12-09 13:18:00,14.0
2020-12-09 13:19:00,14.0
2020-12-09 13:20:00,21.0
2020-12-09 13:21:00,18.0
2020-12-09 13:22:00,10.0
2020-12-09 13:23:00,14.0
2020-12-09 13:24:00,6.0
2020-12-09 13:25:00,12.0
2020-12-09 13:26:00,14.0
2020-12-09 13:27:00,14.0
2020-12-09 13:28:00,18.0
2020-12-09 13:29:00,18.0
2020-12-09 13:30:00,15.0
2020-12-09 13:31:00,15.0
2020-12-09 13:32:00,22.0
2020-12-09 13:33:00,15.0
2020-12-09 13:34:00,22.0
2020-12-09 13:35:00,15.0
2020-12-09 13:36:00,8.0
2020-12-09 13:37:00,-2.0
2020-12-09 13:38:00,-2.0
2020-12-09 13:39:00,-2.0
2020-12-09 13:40:00,-1.0
2020-12-09 13:41:00,-1.0
2020-12-09 13:42:00,-1.0
2020-12-09 13:43:00,-1.0
2020-12-09 13:44:00,-1.0
2020-12-09 13:45:00,-1.0
2020-12-09 13:46:00,-1.0
2020-12-09 13:47:00,-1.0
2020-12-09 13:48:00,-1.0
2020-12-09 13:49:00,-1.0
2020-12-09 13:50:00,-1.0
2020-12-09 13:51:00,-1.0
2020-12-09 13:52:00,-1.0
2020-12-09 13:53:00,-1.0
2020-12-09 13:54:00,-1.0
2020-12-09 13:55:00,-1.0
2020-12-09 13:56:00,-1.0
2020-12-09 13:57:00,-1.0
2020-12-09 13:58:00,-1.0
2020-12-09 13:59:00,-1.0
2020-12-09 14:00:00,-1.0
2020-12-09 14:01:00,-1.0
2020-12-09 14:02:00,-1.0
2020-12-09 14:03:00,-1.0
2020-12-09 14:04:00,-1.0
2020-12-09 14:05:00,-1.0
2020-12-09 14:06:00,-1.0
2020-12-09 14:07:00,-1.0
2020-12-09 14:08:00,-1.0
2020-12-09 14:09:00,-1.0
2020-12-09 14:10:00,-1.0
2020-12-09 14:11:00,-1.0
2020-12-09 14:12:00,-1.0
2020-12-09 14:13:00,-1.0
2020-12-09 14:14:00,-1.0
2020-12-09 14:15:00,-1.0
2020-12-09 14:16:00,-1.0
