stress_level_time,stress_level_value
2020-12-05 11:00:00,8.0
2020-12-05 11:01:00,2.0
2020-12-05 11:02:00,2.0
2020-12-05 11:03:00,5.0
2020-12-05 11:04:00,10.0
2020-12-05 11:05:00,17.0
2020-12-05 11:06:00,17.0
2020-12-05 11:07:00,12.0
2020-12-05 11:08:00,13.0
2020-12-05 11:09:00,20.0
2020-12-05 11:10:00,13.0
2020-12-05 11:11:00,12.0
2020-12-05 11:12:00,9.0
2020-12-05 11:13:00,3.0
2020-12-05 11:14:00,8.0
2020-12-05 11:15:00,4.0
2020-12-05 11:16:00,15.0
2020-12-05 11:17:00,11.0
2020-12-05 11:18:00,8.0
2020-12-05 11:19:00,9.0
2020-12-05 11:20:00,10.0
2020-12-05 11:21:00,12.0
2020-12-05 11:22:00,13.0
2020-12-05 11:23:00,17.0
2020-12-05 11:24:00,11.0
2020-12-05 11:25:00,3.0
2020-12-05 11:26:00,10.0
2020-12-05 11:27:00,19.0
2020-12-05 11:28:00,4.0
2020-12-05 11:29:00,12.0
2020-12-05 11:30:00,2.0
2020-12-05 11:31:00,16.0
2020-12-05 11:32:00,16.0
2020-12-05 11:33:00,19.0
2020-12-05 11:34:00,13.0
2020-12-05 11:35:00,15.0
2020-12-05 11:36:00,10.0
2020-12-05 11:37:00,4.0
2020-12-05 11:38:00,9.0
2020-12-05 11:39:00,15.0
2020-12-05 11:40:00,14.0
2020-12-05 11:41:00,18.0
2020-12-05 11:42:00,14.0
2020-12-05 11:43:00,17.0
2020-12-05 11:44:00,10.0
2020-12-05 11:45:00,17.0
2020-12-05 11:46:00,15.0
2020-12-05 11:47:00,18.0
2020-12-05 11:48:00,14.0
2020-12-05 11:49:00,21.0
2020-12-05 11:50:00,6.0
2020-12-05 11:51:00,-2.0
2020-12-05 11:52:00,0.0
2020-12-05 11:53:00,-2.0
2020-12-05 11:54:00,-2.0
2020-12-05 11:55:00,-2.0
2020-12-05 11:56:00,-1.0
2020-12-05 11:57:00,-2.0
2020-12-05 11:58:00,-1.0
2020-12-05 11:59:00,-1.0
2020-12-05 12:00:00,-1.0
