stress_level_time,stress_level_value
2020-12-09 14:28:00,18.0
2020-12-09 14:29:00,22.0
2020-12-09 14:30:00,15.0
2020-12-09 14:31:00,22.0
2020-12-09 14:32:00,18.0
2020-12-09 14:33:00,14.0
2020-12-09 14:34:00,17.0
2020-12-09 14:35:00,19.0
2020-12-09 14:36:00,22.0
2020-12-09 14:37:00,19.0
2020-12-09 14:38:00,24.0
2020-12-09 14:39:00,19.0
2020-12-09 14:40:00,20.0
2020-12-09 14:41:00,22.0
2020-12-09 14:42:00,22.0
2020-12-09 14:43:00,21.0
2020-12-09 14:44:00,19.0
2020-12-09 14:45:00,21.0
2020-12-09 14:46:00,21.0
2020-12-09 14:47:00,16.0
2020-12-09 14:48:00,23.0
2020-12-09 14:49:00,19.0
2020-12-09 14:50:00,20.0
2020-12-09 14:51:00,22.0
2020-12-09 14:52:00,21.0
2020-12-09 14:53:00,18.0
2020-12-09 14:54:00,20.0
2020-12-09 14:55:00,24.0
2020-12-09 14:56:00,19.0
2020-12-09 14:57:00,23.0
2020-12-09 14:58:00,22.0
2020-12-09 14:59:00,23.0
2020-12-09 15:00:00,24.0
2020-12-09 15:01:00,24.0
2020-12-09 15:02:00,24.0
2020-12-09 15:03:00,23.0
2020-12-09 15:04:00,22.0
2020-12-09 15:05:00,24.0
2020-12-09 15:06:00,24.0
2020-12-09 15:07:00,24.0
2020-12-09 15:08:00,22.0
2020-12-09 15:09:00,19.0
2020-12-09 15:10:00,23.0
2020-12-09 15:11:00,14.0
2020-12-09 15:12:00,23.0
2020-12-09 15:13:00,23.0
2020-12-09 15:14:00,20.0
2020-12-09 15:15:00,19.0
2020-12-09 15:16:00,24.0
2020-12-09 15:17:00,18.0
2020-12-09 15:18:00,14.0
2020-12-09 15:19:00,-2.0
2020-12-09 15:20:00,-2.0
2020-12-09 15:21:00,-2.0
2020-12-09 15:22:00,-1.0
2020-12-09 15:23:00,-2.0
2020-12-09 15:24:00,-2.0
2020-12-09 15:25:00,-1.0
2020-12-09 15:26:00,-1.0
2020-12-09 15:27:00,-1.0
2020-12-09 15:28:00,-1.0
2020-12-09 15:29:00,-1.0
2020-12-09 15:30:00,-2.0
2020-12-09 15:31:00,-1.0
2020-12-09 15:32:00,-1.0
2020-12-09 15:33:00,-1.0
2020-12-09 15:34:00,-1.0
2020-12-09 15:35:00,-2.0
2020-12-09 15:37:00,-2.0
2020-12-09 15:38:00,-2.0
2020-12-09 15:39:00,-2.0
2020-12-09 15:40:00,-1.0
2020-12-09 15:41:00,1.0
2020-12-09 15:42:00,2.0
2020-12-09 15:43:00,-1.0
2020-12-09 15:44:00,-2.0
2020-12-09 15:45:00,-2.0
2020-12-09 15:46:00,40.0
2020-12-09 15:47:00,-2.0
