stress_level_time,stress_level_value
2020-12-09 16:07:00,19.0
2020-12-09 16:08:00,17.0
2020-12-09 16:09:00,30.0
2020-12-09 16:10:00,25.0
2020-12-09 16:11:00,24.0
2020-12-09 16:12:00,20.0
2020-12-09 16:13:00,24.0
2020-12-09 16:14:00,-1.0
2020-12-09 16:15:00,-1.0
2020-12-09 16:16:00,25.0
2020-12-09 16:17:00,30.0
2020-12-09 16:18:00,24.0
2020-12-09 16:19:00,-1.0
2020-12-09 16:20:00,23.0
2020-12-09 16:21:00,-1.0
2020-12-09 16:22:00,-1.0
2020-12-09 16:23:00,29.0
2020-12-09 16:24:00,25.0
2020-12-09 16:25:00,24.0
2020-12-09 16:26:00,24.0
2020-12-09 16:27:00,24.0
2020-12-09 16:28:00,24.0
2020-12-09 16:29:00,25.0
2020-12-09 16:30:00,24.0
2020-12-09 16:31:00,24.0
2020-12-09 16:32:00,25.0
2020-12-09 16:33:00,25.0
2020-12-09 16:34:00,19.0
2020-12-09 16:35:00,19.0
2020-12-09 16:36:00,20.0
2020-12-09 16:37:00,24.0
2020-12-09 16:38:00,25.0
2020-12-09 16:39:00,24.0
2020-12-09 16:40:00,24.0
2020-12-09 16:41:00,24.0
2020-12-09 16:42:00,24.0
2020-12-09 16:43:00,23.0
2020-12-09 16:44:00,24.0
2020-12-09 16:45:00,24.0
2020-12-09 16:46:00,-1.0
2020-12-09 16:47:00,-1.0
2020-12-09 16:48:00,-1.0
2020-12-09 16:49:00,-1.0
2020-12-09 16:50:00,-1.0
