stress_level_time,stress_level_value
2020-12-05 14:06:00,13.0
2020-12-05 14:07:00,12.0
2020-12-05 14:09:00,16.0
2020-12-05 14:10:00,22.0
2020-12-05 14:11:00,32.0
2020-12-05 14:12:00,24.0
2020-12-05 14:13:00,24.0
2020-12-05 14:14:00,25.0
2020-12-05 14:15:00,24.0
2020-12-05 14:16:00,24.0
2020-12-05 14:17:00,24.0
2020-12-05 14:18:00,24.0
2020-12-05 14:19:00,24.0
2020-12-05 14:20:00,24.0
2020-12-05 14:21:00,24.0
2020-12-05 14:22:00,24.0
2020-12-05 14:23:00,24.0
2020-12-05 14:24:00,30.0
2020-12-05 14:25:00,25.0
2020-12-05 14:26:00,-1.0
2020-12-05 14:27:00,23.0
2020-12-05 14:28:00,24.0
2020-12-05 14:29:00,24.0
2020-12-05 14:30:00,27.0
2020-12-05 14:31:00,24.0
2020-12-05 14:32:00,25.0
2020-12-05 14:33:00,32.0
2020-12-05 14:34:00,-1.0
2020-12-05 14:35:00,36.0
2020-12-05 14:36:00,24.0
2020-12-05 14:37:00,24.0
2020-12-05 14:38:00,25.0
2020-12-05 14:39:00,25.0
2020-12-05 14:40:00,24.0
2020-12-05 14:41:00,24.0
2020-12-05 14:42:00,24.0
2020-12-05 14:43:00,28.0
2020-12-05 14:44:00,24.0
2020-12-05 14:45:00,30.0
2020-12-05 14:46:00,24.0
2020-12-05 14:47:00,24.0
2020-12-05 14:48:00,23.0
2020-12-05 14:49:00,-1.0
2020-12-05 14:50:00,24.0
2020-12-05 14:51:00,27.0
2020-12-05 14:52:00,30.0
2020-12-05 14:53:00,25.0
2020-12-05 14:54:00,27.0
2020-12-05 14:55:00,24.0
2020-12-05 14:56:00,25.0
2020-12-05 14:57:00,25.0
2020-12-05 14:58:00,27.0
2020-12-05 14:59:00,24.0
2020-12-05 15:00:00,22.0
2020-12-05 15:01:00,24.0
2020-12-05 15:02:00,22.0
2020-12-05 15:03:00,24.0
2020-12-05 15:04:00,24.0
2020-12-05 15:05:00,-2.0
2020-12-05 15:06:00,-1.0
2020-12-05 15:07:00,-1.0
2020-12-05 15:08:00,-1.0
