stress_level_time,stress_level_value
2020-11-25 14:45:00,15.0
2020-11-25 14:46:00,22.0
2020-11-25 14:47:00,24.0
2020-11-25 14:48:00,17.0
2020-11-25 14:49:00,24.0
2020-11-25 14:50:00,24.0
2020-11-25 14:51:00,25.0
2020-11-25 14:52:00,24.0
2020-11-25 14:53:00,24.0
2020-11-25 14:54:00,22.0
2020-11-25 14:55:00,7.0
2020-11-25 14:56:00,22.0
2020-11-25 14:57:00,19.0
2020-11-25 14:58:00,21.0
2020-11-25 14:59:00,17.0
2020-11-25 15:00:00,15.0
2020-11-25 15:01:00,22.0
2020-11-25 15:02:00,9.0
2020-11-25 15:03:00,16.0
2020-11-25 15:04:00,23.0
2020-11-25 15:05:00,20.0
2020-11-25 15:06:00,6.0
2020-11-25 15:07:00,7.0
2020-11-25 15:08:00,20.0
2020-11-25 15:09:00,19.0
2020-11-25 15:10:00,15.0
2020-11-25 15:11:00,23.0
2020-11-25 15:12:00,24.0
2020-11-25 15:13:00,20.0
2020-11-25 15:14:00,20.0
2020-11-25 15:15:00,1.0
2020-11-25 15:16:00,11.0
2020-11-25 15:17:00,10.0
2020-11-25 15:18:00,11.0
2020-11-25 15:19:00,10.0
2020-11-25 15:20:00,15.0
2020-11-25 15:21:00,18.0
2020-11-25 15:22:00,4.0
2020-11-25 15:23:00,16.0
2020-11-25 15:24:00,2.0
2020-11-25 15:25:00,3.0
2020-11-25 15:26:00,11.0
2020-11-25 15:28:00,24.0
2020-11-25 15:29:00,24.0
2020-11-25 15:30:00,13.0
2020-11-25 15:31:00,8.0
2020-11-25 15:32:00,17.0
2020-11-25 15:33:00,13.0
2020-11-25 15:34:00,15.0
