stress_level_time,stress_level_value
2020-12-15 15:50:00,21.0
2020-12-15 15:51:00,18.0
2020-12-15 15:52:00,10.0
2020-12-15 15:53:00,19.0
2020-12-15 15:54:00,7.0
2020-12-15 15:55:00,8.0
2020-12-15 15:56:00,6.0
2020-12-15 15:57:00,18.0
2020-12-15 15:58:00,17.0
2020-12-15 15:59:00,7.0
2020-12-15 16:00:00,16.0
2020-12-15 16:01:00,24.0
2020-12-15 16:02:00,19.0
2020-12-15 16:03:00,6.0
2020-12-15 16:04:00,11.0
2020-12-15 16:05:00,16.0
2020-12-15 16:06:00,8.0
2020-12-15 16:07:00,23.0
2020-12-15 16:08:00,11.0
2020-12-15 16:09:00,19.0
2020-12-15 16:10:00,12.0
2020-12-15 16:11:00,22.0
2020-12-15 16:12:00,18.0
2020-12-15 16:13:00,15.0
2020-12-15 16:14:00,10.0
2020-12-15 16:15:00,13.0
2020-12-15 16:16:00,14.0
2020-12-15 16:17:00,4.0
2020-12-15 16:18:00,1.0
2020-12-15 16:19:00,12.0
2020-12-15 16:20:00,13.0
2020-12-15 16:21:00,22.0
2020-12-15 16:22:00,5.0
2020-12-15 16:23:00,7.0
2020-12-15 16:24:00,12.0
2020-12-15 16:25:00,-2.0
2020-12-15 16:26:00,3.0
2020-12-15 16:27:00,2.0
2020-12-15 16:28:00,1.0
2020-12-15 16:29:00,6.0
2020-12-15 16:30:00,0.0
2020-12-15 16:31:00,6.0
2020-12-15 16:32:00,0.0
2020-12-15 16:33:00,7.0
2020-12-15 16:34:00,20.0
2020-12-15 16:35:00,17.0
2020-12-15 16:36:00,12.0
2020-12-15 16:37:00,18.0
2020-12-15 16:38:00,8.0
2020-12-15 16:39:00,5.0
2020-12-15 16:40:00,1.0
2020-12-15 16:41:00,4.0
2020-12-15 16:42:00,7.0
2020-12-15 16:43:00,3.0
2020-12-15 16:44:00,14.0
2020-12-15 16:45:00,2.0
2020-12-15 16:46:00,1.0
2020-12-15 16:47:00,1.0
2020-12-15 16:48:00,11.0
2020-12-15 16:49:00,1.0
2020-12-15 16:50:00,8.0
2020-12-15 16:51:00,0.0
2020-12-15 16:52:00,0.0
2020-12-15 16:53:00,4.0
2020-12-15 16:54:00,0.0
2020-12-15 16:55:00,0.0
2020-12-15 16:56:00,0.0
2020-12-15 16:57:00,0.0
2020-12-15 16:58:00,0.0
2020-12-15 16:59:00,0.0
2020-12-15 17:00:00,0.0
2020-12-15 17:01:00,4.0
2020-12-15 17:02:00,5.0
2020-12-15 17:03:00,0.0
2020-12-15 17:04:00,0.0
2020-12-15 17:05:00,4.0
2020-12-15 17:06:00,9.0
2020-12-15 17:07:00,15.0
2020-12-15 17:08:00,3.0
2020-12-15 17:09:00,1.0
2020-12-15 17:10:00,1.0
2020-12-15 17:11:00,6.0
2020-12-15 17:12:00,3.0
