stress_level_time,stress_level_value
2020-11-27 10:50:00,59.0
2020-11-27 10:51:00,54.0
2020-11-27 10:52:00,57.0
2020-11-27 10:54:00,78.0
2020-11-27 10:55:00,81.0
2020-11-27 10:56:00,76.0
2020-11-27 10:57:00,75.0
2020-11-27 10:58:00,78.0
2020-11-27 10:59:00,78.0
2020-11-27 11:00:00,75.0
2020-11-27 11:01:00,72.0
2020-11-27 11:02:00,75.0
2020-11-27 11:03:00,75.0
2020-11-27 11:04:00,62.0
2020-11-27 11:05:00,73.0
2020-11-27 11:06:00,64.0
2020-11-27 11:07:00,65.0
2020-11-27 11:08:00,63.0
2020-11-27 11:09:00,66.0
2020-11-27 11:10:00,63.0
2020-11-27 11:11:00,62.0
2020-11-27 11:12:00,63.0
2020-11-27 11:13:00,66.0
2020-11-27 11:14:00,63.0
2020-11-27 11:15:00,62.0
2020-11-27 11:16:00,64.0
2020-11-27 11:17:00,56.0
2020-11-27 11:18:00,56.0
2020-11-27 11:19:00,51.0
2020-11-27 11:20:00,58.0
2020-11-27 11:21:00,48.0
2020-11-27 11:22:00,57.0
2020-11-27 11:23:00,19.0
2020-11-27 11:24:00,48.0
2020-11-27 11:25:00,41.0
2020-11-27 11:26:00,40.0
2020-11-27 11:27:00,38.0
2020-11-27 11:28:00,45.0
2020-11-27 11:29:00,39.0
2020-11-27 11:30:00,38.0
2020-11-27 11:32:00,39.0
2020-11-27 11:33:00,40.0
2020-11-27 11:34:00,33.0
2020-11-27 11:35:00,20.0
2020-11-27 11:36:00,27.0
2020-11-27 11:37:00,-2.0
2020-11-27 11:38:00,-1.0
2020-11-27 11:39:00,-2.0
2020-11-27 11:40:00,-1.0
2020-11-27 11:41:00,-1.0
2020-11-27 11:42:00,-1.0
