stress_level_time,stress_level_value
2020-12-12 10:39:00,5.0
2020-12-12 10:40:00,17.0
2020-12-12 10:41:00,7.0
2020-12-12 10:42:00,2.0
2020-12-12 10:43:00,17.0
2020-12-12 10:44:00,10.0
2020-12-12 10:45:00,11.0
2020-12-12 10:46:00,10.0
2020-12-12 10:47:00,12.0
2020-12-12 10:48:00,10.0
2020-12-12 10:49:00,12.0
2020-12-12 10:50:00,10.0
2020-12-12 10:51:00,10.0
2020-12-12 10:52:00,15.0
2020-12-12 10:53:00,12.0
2020-12-12 10:54:00,4.0
2020-12-12 10:55:00,11.0
2020-12-12 10:56:00,10.0
2020-12-12 10:57:00,13.0
2020-12-12 10:58:00,12.0
2020-12-12 10:59:00,11.0
2020-12-12 11:00:00,12.0
2020-12-12 11:01:00,15.0
2020-12-12 11:02:00,7.0
2020-12-12 11:03:00,11.0
2020-12-12 11:04:00,4.0
2020-12-12 11:05:00,7.0
2020-12-12 11:06:00,12.0
2020-12-12 11:07:00,8.0
2020-12-12 11:08:00,12.0
2020-12-12 11:09:00,11.0
2020-12-12 11:10:00,2.0
2020-12-12 11:11:00,3.0
2020-12-12 11:12:00,2.0
2020-12-12 11:13:00,5.0
2020-12-12 11:14:00,0.0
2020-12-12 11:15:00,4.0
2020-12-12 11:16:00,0.0
2020-12-12 11:17:00,0.0
2020-12-12 11:18:00,8.0
2020-12-12 11:19:00,2.0
2020-12-12 11:20:00,3.0
2020-12-12 11:21:00,2.0
2020-12-12 11:22:00,0.0
2020-12-12 11:23:00,0.0
2020-12-12 11:24:00,4.0
2020-12-12 11:25:00,0.0
2020-12-12 11:26:00,6.0
2020-12-12 11:27:00,3.0
2020-12-12 11:28:00,0.0
2020-12-12 11:29:00,3.0
2020-12-12 11:30:00,1.0
2020-12-12 11:31:00,1.0
2020-12-12 11:32:00,1.0
2020-12-12 11:33:00,1.0
2020-12-12 11:34:00,0.0
2020-12-12 11:35:00,0.0
2020-12-12 11:36:00,3.0
2020-12-12 11:37:00,1.0
2020-12-12 11:38:00,1.0
2020-12-12 11:39:00,0.0
2020-12-12 11:40:00,3.0
2020-12-12 11:41:00,-1.0
2020-12-12 11:42:00,-1.0
2020-12-12 11:43:00,-1.0
2020-12-12 11:44:00,-1.0
