stress_level_time,stress_level_value
2020-12-05 15:17:00,22.0
2020-12-05 15:18:00,7.0
2020-12-05 15:19:00,3.0
2020-12-05 15:20:00,18.0
2020-12-05 15:22:00,19.0
2020-12-05 15:23:00,24.0
2020-12-05 15:24:00,24.0
2020-12-05 15:25:00,23.0
2020-12-05 15:26:00,24.0
2020-12-05 15:27:00,23.0
2020-12-05 15:28:00,24.0
2020-12-05 15:29:00,19.0
2020-12-05 15:30:00,23.0
2020-12-05 15:31:00,23.0
2020-12-05 15:32:00,21.0
2020-12-05 15:33:00,23.0
2020-12-05 15:34:00,23.0
2020-12-05 15:35:00,23.0
2020-12-05 15:36:00,23.0
2020-12-05 15:37:00,23.0
2020-12-05 15:38:00,23.0
2020-12-05 15:39:00,22.0
2020-12-05 15:40:00,20.0
2020-12-05 15:41:00,20.0
2020-12-05 15:42:00,24.0
2020-12-05 15:43:00,23.0
2020-12-05 15:44:00,20.0
2020-12-05 15:45:00,13.0
2020-12-05 15:46:00,15.0
2020-12-05 15:47:00,12.0
2020-12-05 15:48:00,12.0
2020-12-05 15:49:00,19.0
2020-12-05 15:50:00,22.0
2020-12-05 15:51:00,14.0
2020-12-05 15:52:00,15.0
2020-12-05 15:53:00,24.0
2020-12-05 15:54:00,23.0
2020-12-05 15:55:00,18.0
2020-12-05 15:56:00,20.0
2020-12-05 15:57:00,23.0
2020-12-05 15:58:00,24.0
2020-12-05 15:59:00,15.0
2020-12-05 16:00:00,21.0
2020-12-05 16:01:00,16.0
2020-12-05 16:02:00,17.0
2020-12-05 16:03:00,12.0
2020-12-05 16:04:00,16.0
2020-12-05 16:05:00,11.0
2020-12-05 16:06:00,11.0
2020-12-05 16:07:00,9.0
2020-12-05 16:08:00,11.0
2020-12-05 16:09:00,13.0
2020-12-05 16:10:00,13.0
2020-12-05 16:11:00,16.0
2020-12-05 16:12:00,20.0
2020-12-05 16:13:00,21.0
2020-12-05 16:14:00,23.0
2020-12-05 16:15:00,17.0
2020-12-05 16:16:00,23.0
2020-12-05 16:17:00,19.0
2020-12-05 16:18:00,-2.0
2020-12-05 16:19:00,-1.0
2020-12-05 16:20:00,-1.0
2020-12-05 16:21:00,-1.0
