building_ID,heart_rate,stress_level_value,eda,temp,Theta,Alpha,BetaL,BetaH,Gamma,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15
1,82,25,0.0329899749999999,30.5816999999999,3.19283090223214,1.33187287380952,0.860873624553571,0.487498748214285,0.335737601488095,1,1,1,-1,-1,-2,0,0,-1,0,-1,-1,-1,0,0
2,81,26,0.0376169749999999,30.8451333333333,11.7990118879464,4.37832717991071,1.98795273720238,0.849443306547619,0.428149767857142,2,1,1,2,1,2,2,1,1,1,2,1,2,1,1
3,81,-1,0.0438481882845188,31.03635,3.05606788377976,1.36296437857142,0.776371066666666,0.440522399107142,0.250558528869047,2,1,1,2,1,0,1,0,0,0,1,1,0,1,1
4,78,-1,0.0509066234309623,31.2042333333333,20.774514970238,4.10469063645833,1.49600658794642,0.750421975297619,0.367057219791666,0,1,0,-1,-1,0,0,1,1,1,-1,-1,0,-1,0
5,80,24,0.0535145165289256,31.2827499999999,2.42941718318452,1.26931628571428,0.693546980505952,0.422407273958333,0.314001577232142,-1,0,-1,0,0,-1,0,-1,-1,-1,0,-1,0,0,-1
6,76,22,0.054676846473029,31.4904999999999,3.544200010098,1.45704271502821,0.887594014850014,0.538025069646569,0.354685102316602,1,2,1,2,2,1,1,2,2,2,1,1,1,2,2
7,76,21,0.0599794666666666,31.5134666666666,4.47641418125,1.47100957217261,0.889456427827381,0.55314927172619,0.372379344940476,1,1,1,2,2,2,1,2,2,2,2,1,2,1,2
8,78,13,0.0644602489626556,31.5567999999999,3.059752571875,1.39122434077381,0.845165784970237,0.523219219791666,0.370764189880952,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,-1
9,76,21,0.0666339294605809,31.5754333333333,2.53708098467261,1.323521728125,0.850020673809523,0.46496471860119,0.333924520982142,-1,0,-1,0,-1,0,0,-1,1,1,0,0,0,0,0
10,75,11,0.0712727958333332,31.6314666666666,4.39679399391149,1.63307244832194,0.882641685328185,0.524224773091773,0.374246205524205,1,0,1,1,1,1,2,1,0,0,1,0,1,1,1
11,74,17,0.0817970374999999,31.7138,3.06373226596376,1.45359619691119,0.763913946688446,0.476338661122661,0.291012925007425,1,0,1,1,1,0,1,2,1,2,1,1,1,1,1
12,76,18,0.0822988,31.719,2.39839708839285,1.38191307857142,0.866848341220237,0.535875197470238,0.388865904910714,-1,0,0,1,0,0,-1,-1,-2,-1,0,0,0,0,-1
13,76,17,0.0862604789915966,31.7164,4.43084893467261,1.45564391488095,0.845108571130952,0.467777163839285,0.348952805952381,1,1,2,2,2,1,1,2,2,2,1,1,0,1,2
14,80,-1,0.0884410165289256,31.6956440677966,6.70034526130952,2.38566310044642,1.21527809761904,0.580829524255952,0.395471986755952,1,0,0,1,1,1,2,1,2,2,1,1,0,1,1
15,75,18,0.0875073692946057,31.6806393442622,8.28533350044642,2.78681747544642,1.08688495595238,0.690822671130952,0.419056742559523,1,1,1,2,1,1,2,0,-1,-1,1,1,2,1,1
16,77,11,0.0885745541666667,31.6626666666666,6.34489444002975,2.07649734092261,1.03097298988095,0.586082631398809,0.429725403571428,-1,0,-1,0,0,-1,0,0,-1,0,0,0,1,0,0
17,76,11,0.0955927375,31.6059833333333,7.26615788511904,2.69456730863095,1.40223471339285,0.987669341220238,0.702875247767856,1,1,1,0,1,0,-1,-1,-1,-1,0,1,0,0,0
