building_ID,heart_rate,stress_level_value,eda,temp,Theta,Alpha,BetaL,BetaH,Gamma,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15
1,55,0,0.0549614208333332,26.9469666666666,1.63010732387882,0.651864081972082,0.533294081972082,0.387308956192456,0.435243105286605,2,2,2,2,2,-2,-1,1,1,2,2,2,1,1,2
2,55,0,0.0581759041666667,26.9529833333333,1.35255278675595,0.532620645684523,0.383067529613095,0.227493875,0.171127320684523,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0
3,73,3,0.060102325,26.9354666666666,1.80670244345238,0.764772821428571,0.54523578735119,0.366999791964285,0.315047420684523,2,2,2,0,0,2,1,1,1,1,0,0,0,0,1
4,86,33,0.0643099666666666,26.9135333333333,1.89625273938224,0.713627401395901,0.430954006534006,0.311358009207009,0.270022595040095,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
5,87,31,0.0614518833333333,26.8808666666666,1.267045840625,0.503083284375,0.333392101488095,0.198686360416666,0.137340694345238,1,1,1,0,0,-1,-1,0,0,0,0,-1,0,0,0
6,86,-1,0.0640671666666666,26.7276166666666,1.57538119895833,0.533146996130952,0.275017359077381,0.164614493005952,0.109739478422619,1,1,1,1,0,1,1,1,1,1,2,2,2,0,0
7,86,-1,0.0640671666666666,26.7276166666666,1.57538119895833,0.533146996130952,0.275017359077381,0.164614493005952,0.109739478422619,2,2,2,2,2,2,2,2,1,0,1,2,2,1,1
8,86,-1,0.0642322375,26.6131333333333,1.32711604514404,0.47542803073953,0.264801948470448,0.149102366646866,0.101655148797148,0,1,0,0,0,1,1,0,1,-1,1,0,0,0,0
9,84,-1,0.0678420583333333,26.6523333333333,1.62335383273809,0.684691977232143,0.380370668154761,0.472406382142857,0.515941200148809,2,2,2,2,2,2,2,2,2,-1,2,2,2,2,2
10,84,21,0.0727572583333333,26.6682,1.37209251860119,0.484775308035714,0.324437990922618,0.182873728125,0.120376593154761,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0
11,84,-1,0.0745248291666666,26.6682,1.59223078824404,0.598405465773809,0.426059701339285,0.433879358928571,0.362000140178571,1,1,1,2,2,2,2,2,1,-1,0,1,1,0,1
12,83,-1,0.0780026916666666,26.6234,1.57085547708333,0.617988978125,0.392405284970238,0.368134169642857,0.266627617559523,-1,0,-1,1,1,1,1,1,1,-1,1,1,1,0,-1
13,83,7,0.0800723291666666,26.6136,1.63902571190476,0.583799151041666,0.426902875297619,0.325383983184523,0.229375934672619,1,2,0,-1,-1,1,1,-1,0,0,0,0,0,-1,-1
14,83,7,0.0800723291666666,26.6136,1.63902571190476,0.583799151041666,0.426902875297619,0.325383983184523,0.229375934672619,1,2,2,2,2,1,2,2,1,0,2,2,1,1,1
15,83,-1,0.0844788625,26.6154666666666,3.12469348099198,1.40161157662607,1.381949509504,1.21251832120582,0.988918997178496,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2
16,84,15,0.0869107083333332,26.6374,1.37906966041666,0.585725444196428,0.406059665773809,0.297620965178571,0.274097864583333,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0
17,83,21,0.0894550833333332,26.6551333333333,7.36481247633928,2.02344260654761,1.36202048526785,1.04545931443452,1.20045014196428,2,2,2,2,2,1,1,2,1,1,2,1,1,1,2
18,83,17,0.0911657541666666,26.6705,4.94329592276785,1.48887516830357,1.28553626130952,0.820450415773809,0.76105233735119,0,1,0,1,2,2,2,2,1,1,1,2,2,1,0
19,84,12,0.0932995083333334,26.6881166666666,4.22573099346599,1.20563302539352,0.67289287035937,0.488317171963171,0.45551779016929,1,2,2,2,2,2,1,0,0,0,1,2,2,1,2
20,84,12,0.0932995083333334,26.6881166666666,4.22573099346599,1.20563302539352,0.67289287035937,0.488317171963171,0.45551779016929,2,2,2,2,2,1,1,2,2,2,1,2,2,1,2
21,83,12,0.0946346458333333,26.7185333333333,6.17777677440475,1.81864832157738,1.19844358244047,0.683094309970238,0.58700391235119,1,1,1,-1,-1,0,0,-1,0,1,-2,-2,0,-1,-2
22,83,10,0.0963702333333333,26.7357999999999,3.17371157619047,1.28462229747023,0.858879963095238,0.689312969196428,0.619723847172619,1,2,1,1,2,2,2,2,1,0,1,1,1,1,1
23,83,11,0.1012210625,26.7838666666666,1.6124456610119,0.70418041235119,0.45638027157738,0.307549313690476,0.275329956994047,0,1,0,1,1,0,1,-1,-1,0,0,0,1,-2,-1
24,83,7,0.102421408333333,26.7908666666666,3.42427741964285,0.991990645386904,0.592618401041666,0.433487772321428,0.331929575595238,1,1,1,-1,0,-1,-1,0,0,0,1,1,0,-2,-1
25,82,10,0.101633158333333,26.7661333333333,5.10610541075141,1.29378222809622,0.633735817344817,0.414729724383724,0.332042954707454,0,1,0,0,0,0,1,0,0,0,1,0,0,-2,-2
26,82,10,0.106093895833333,26.7553999999999,8.25356419508928,2.07236649806547,1.59617079241071,1.04038699732142,1.02288071428571,1,1,1,-1,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2
27,82,6,0.108410412499999,26.7670666666666,9.97301570446428,2.79715845074404,1.9494389063988,1.52028907931547,1.60787377589285,1,1,1,2,2,0,0,-1,-1,0,1,1,0,-1,0
28,82,14,0.106765174999999,26.7903999999999,5.17567561622023,1.62193491919642,1.39258104136904,0.95308615,0.958242206696429,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2
29,82,14,0.106765174999999,26.7903999999999,5.17567561622023,1.62193491919642,1.39258104136904,0.95308615,0.958242206696429,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2
