building_ID,heart_rate,stress_level_value,eda,temp,Theta,Alpha,BetaL,BetaH,Gamma,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15
1,60,13,0.0724120541666666,29.0821833333333,1.50856679553571,0.745036833482143,0.492409111458333,0.371033560119047,0.244499823363095,0,2,-2,-2,-1,-2,-2,-2,-2,-2,-2,0,-2,-2,-2
2,58,24,0.0722151874999999,29.2693166666666,1.76373547445797,0.772249784526284,0.561066122958123,0.411334277546777,0.290795302494802,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0
3,58,19,0.0693830083333332,29.6114333333333,1.68849247068452,0.709306431398809,0.491827441369047,0.315466963095238,0.185962995089285,0,1,1,-1,-2,1,1,1,0,0,1,0,1,1,1
4,58,13,0.0714184791666666,29.7490666666666,1.26292933056133,0.651067324918325,0.468894753044252,0.289238604247104,0.158153566973566,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2
5,55,8,0.0730761708333333,29.8838166666666,9.88652977693452,3.3609117266369,1.65388794970238,0.718407859672619,0.28976238125,-1,-1,-2,0,-2,1,1,0,0,0,0,0,1,-2,-2
6,56,16,0.0734211333333333,30.0090666666666,1.25843928273809,0.652830003720238,0.428678375148809,0.267940288988095,0.153850016220238,0,1,-1,-2,-2,0,-1,-2,-1,-1,-2,-2,-2,-2,-2
7,54,0,0.0743745166666666,30.2062166666666,1.51246978408078,0.7757018999109,0.488021797000296,0.298623248440748,0.17672951084051,2,2,2,0,1,0,0,1,2,2,2,0,1,1,1
8,54,0,0.0758893166666666,30.2911,2.34007671071428,0.877155102678571,0.528145741220237,0.343023904166666,0.23441216220238,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
9,55,0,0.0757152,30.3954333333333,2.32348255372024,0.825968703124999,0.50657447485119,0.319449224553571,0.188710582440476,1,2,0,1,1,1,0,1,1,1,1,1,0,1,1
10,54,0,0.0750553916666666,30.4867833333333,1.33701624836309,0.644993152827381,0.464937203273809,0.247977584523809,0.139455938095238,0,0,-1,0,1,1,1,-1,-1,-1,1,2,2,1,0
11,55,13,0.075513675,30.5654999999999,1.26851146629046,0.684136781556281,0.477530751707751,0.253030303534303,0.129733145530145,0,0,-1,-2,-2,-2,-2,-2,-1,-1,-2,-1,0,-2,-2
12,54,23,0.0758416833333333,30.6348166666666,1.34687079092261,0.69815049032738,0.441477676785714,0.258767432440476,0.149554722767857,0,0,0,1,-1,0,0,-1,-1,-1,0,1,0,1,1
13,56,18,0.0761586416666666,30.6996499999999,1.71647735654761,0.709468783184523,0.520143750744047,0.402426508184523,0.214717730654762,0,0,0,-1,-2,-2,-1,-2,-1,-1,-1,-2,-2,-2,-2
14,56,13,0.0738156666666667,30.8886333333333,1.59036614122023,0.751909523214285,0.494175325297618,0.293599523660714,0.170339008630952,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2
15,56,13,0.0738156666666667,30.8886333333333,1.59036614122023,0.751909523214285,0.494175325297618,0.293599523660714,0.170339008630952,-2,0,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
16,56,17,0.0738424166666666,30.93455,2.095949853125,0.872948366071428,0.518418297916666,0.319353382589285,0.221284757291666,0,0,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
17,55,1,0.0750071583333333,30.9977666666666,1.42427152946428,0.670453254017857,0.461778413690476,0.266672260565476,0.129214882589285,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
18,59,14,0.0766629083333333,31.0667333333333,1.21315342530442,0.614934718295218,0.428416419958419,0.238713112117612,0.141394801752301,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
19,57,22,0.0759870541666666,31.13765,1.12268038020833,0.614613852827381,0.447666944345238,0.256073973363095,0.142490604613095,1,1,0,0,-1,1,1,1,0,0,2,2,2,0,0
20,57,22,0.0759870541666666,31.13765,1.12268038020833,0.614613852827381,0.447666944345238,0.256073973363095,0.142490604613095,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
21,58,6,0.0752400291666667,31.2038,1.31382428318452,0.721036111904761,0.480791560714285,0.26596461845238,0.166090689434523,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
22,55,22,0.0759098124999999,31.2636333333333,17.1740173149688,4.34630669186219,1.54935671740421,0.625354513216513,0.41952692010692,0,0,1,-1,-2,-1,-2,-2,-2,-1,-2,-2,-2,-2,0
