building_ID,heart_rate,stress_level_value,eda,temp,Theta,Alpha,BetaL,BetaH,Gamma,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15
1,73,3,0.173169208333333,29.0354166666666,6.6739517657738,1.44639498988095,0.558107466964285,0.255842775595238,0.184315163244047,1,0,1,1,1,-2,-2,0,0,0,1,1,0,1,1
2,74,8,0.175559485355648,28.9596,8.65812470223214,1.66066047619047,0.554755896874999,0.278589465178571,0.189773420089285,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1
3,76,4,0.178179204166666,28.9024499999999,3.87188077561627,0.962111346005345,0.494291594594594,0.27087135001485,0.211354709088209,-1,0,-1,0,0,1,1,0,0,0,0,0,0,-1,-1
4,76,15,0.181044539419087,28.8452999999999,5.89463323749999,1.25948223541666,0.554423828720238,0.299844551041666,0.253086700744047,1,1,2,2,2,2,2,0,0,0,1,1,1,2,2
5,81,11,0.181848666666666,28.794,5.69017896264881,1.56920001979166,0.636224211309524,0.313258401488095,0.195631198065476,0,0,0,0,1,1,0,0,0,0,-1,0,0,-1,-1
6,81,8,0.183233687499999,28.7395333333333,3.53064419806547,1.15853827395833,0.652291718898809,0.293330087499999,0.240346733184523,-1,-1,-1,-1,-1,1,1,-1,0,0,-1,0,0,-1,-1
7,78,9,0.185450116666666,28.6915499999999,17.4995903939708,4.80405153356103,1.6299148017523,0.520813995990495,0.29480801024651,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
8,76,10,0.188176229166666,28.65215,3.14639303705357,0.815723554613095,0.41379985297619,0.218093826785714,0.165109139583333,0,0,0,0,-1,0,0,-1,-1,-1,-1,-1,0,-1,-1
9,76,10,0.188176229166666,28.65215,3.14639303705357,0.815723554613095,0.41379985297619,0.218093826785714,0.165109139583333,1,1,1,1,1,1,1,1,2,2,1,0,0,1,1
10,80,13,0.191303720833333,28.5621499999999,15.1188584674784,2.9475237016632,1.38736384659934,0.696410609147609,0.73605814048114,0,0,-1,-1,0,1,1,0,0,0,0,0,0,0,0
11,77,17,0.193491966666666,28.5441499999999,8.19226859047619,1.71099994285714,0.808314833482143,0.296537076488095,0.241182668154761,0,0,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1
12,76,11,0.194943591666666,28.5014,11.9103597308035,1.69096127872023,0.605925182886904,0.382651943005952,0.255476596428571,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
13,76,3,0.196522333333333,28.46225,9.3957325735119,3.37206237708333,1.35175318377976,0.435012148660714,0.236771279761904,0,0,0,-1,-1,0,0,-1,0,-1,0,0,0,-1,-1
14,80,19,0.199502212499999,28.4019499999999,3.54330232752976,0.946429117857142,0.431124229613095,0.217879310863095,0.164897946279761,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1
15,80,19,0.199502212499999,28.4019499999999,3.54330232752976,0.946429117857142,0.431124229613095,0.217879310863095,0.164897946279761,-1,-1,-2,-2,-1,0,0,0,0,0,-2,-1,-1,-2,-2
16,77,12,0.202363933333333,28.3592,6.47237333050595,1.79519550684523,0.686725810863095,0.438490216220238,0.343739613541666,1,-2,0,0,-1,0,0,-1,-2,-1,-1,0,0,-1,0
17,77,12,0.202363933333333,28.3592,6.47237333050595,1.79519550684523,0.686725810863095,0.438490216220238,0.343739613541666,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1
18,72,2,0.203597729166666,28.33805,5.58405666780516,1.25219035640035,0.55818747104247,0.286728294772794,0.236384034600534,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
19,81,16,0.2041342125,28.32455,11.7915549430059,4.67280798214285,3.21528459360119,1.33669683675595,1.12714127752976,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
