Lap 51	00:00:00.91	01:14:06.23
Lap 50	00:01:25.83	01:14:05.32
Lap 49	00:01:25.58	01:12:39.48
Lap 48	00:01:11.61	01:11:13.90
Lap 47	00:01:21.05	01:10:02.28
Lap 46	00:01:11.79	01:08:41.23
Lap 45	00:01:29.79	01:07:29.43
Lap 44	00:02:15.98	01:05:59.64
Lap 43	00:01:04.85	01:03:43.65
Lap 42	00:01:21.36	01:02:38.80
Lap 41	00:01:35.92	01:01:17.44
Lap 40	00:01:15.39	00:59:41.51
Lap 39	00:01:04.43	00:58:26.12
Lap 38	00:01:12.17	00:57:21.69
Lap 37	00:01:14.63	00:56:09.51
Lap 36	00:01:29.65	00:54:54.88
Lap 35	00:01:18.65	00:53:25.22
Lap 34	00:01:18.10	00:52:06.57
Lap 33	00:01:16.81	00:50:48.47
Lap 32	00:01:01.11	00:49:31.65
Lap 31	00:01:24.91	00:48:30.54
Lap 30	00:01:04.24	00:47:05.63
Lap 29	00:01:41.34	00:46:01.38
Lap 28	00:01:20.71	00:44:20.04
Lap 27	00:01:13.97	00:42:59.32
Lap 26	00:01:38.32	00:41:45.35
Lap 25	00:01:15.71	00:40:07.02
Lap 24	00:01:27.68	00:38:51.31
Lap 23	00:01:43.08	00:37:23.63
Lap 22	00:01:13.96	00:35:40.55
Lap 21	00:01:02.57	00:34:26.58
Lap 20	00:01:10.40	00:33:24.01
Lap 19	00:01:21.30	00:32:13.60
Lap 18	00:01:29.89	00:30:52.30
Lap 17	00:01:28.63	00:29:22.41
Lap 16	00:01:18.37	00:27:53.77
Lap 15	00:01:26.20	00:26:35.40
Lap 14	00:01:33.62	00:25:09.19
Lap 13	00:01:44.07	00:23:35.57
Lap 12	00:01:42.03	00:21:51.50
Lap 11	00:02:14.62	00:20:09.46
Lap 10	00:02:00.13	00:17:54.84
Lap 9	00:01:43.53	00:15:54.71
Lap 8	00:01:29.84	00:14:11.17
Lap 7	00:01:47.29	00:12:41.32
Lap 6	00:02:11.18	00:10:54.03
Lap 5	00:01:35.24	00:08:42.84
Lap 4	00:01:46.45	00:07:07.60
Lap 3	00:01:54.48	00:05:21.15
Lap 2	00:01:41.38	00:03:26.66
Lap 1	00:01:45.28	00:01:45.28
