Lap 50	00:00:38.97	00:51:29.45
Lap 49	00:01:00.02	00:50:50.48
Lap 48	00:01:15.01	00:49:50.45
Lap 47	00:00:53.68	00:48:35.43
Lap 46	00:00:38.18	00:47:41.75
Lap 45	00:00:44.25	00:47:03.57
Lap 44	00:00:48.73	00:46:19.31
Lap 43	00:01:02.62	00:45:30.57
Lap 42	00:00:48.92	00:44:27.95
Lap 41	00:01:05.32	00:43:39.02
Lap 40	00:00:51.42	00:42:33.70
Lap 39	00:00:53.30	00:41:42.28
Lap 38	00:00:51.65	00:40:48.98
Lap 37	00:00:59.17	00:39:57.32
Lap 36	00:00:50.84	00:38:58.14
Lap 35	00:00:50.56	00:38:07.30
Lap 34	00:01:13.41	00:37:16.73
Lap 33	00:00:47.75	00:36:03.31
Lap 32	00:00:59.40	00:35:15.56
Lap 31	00:00:57.91	00:34:16.15
Lap 30	00:01:10.93	00:33:18.24
Lap 29	00:00:57.58	00:32:07.31
Lap 28	00:01:32.80	00:31:09.72
Lap 27	00:00:49.04	00:29:36.92
Lap 26	00:00:50.31	00:28:47.88
Lap 25	00:01:19.97	00:27:57.57
Lap 24	00:00:57.83	00:26:37.59
Lap 23	00:00:44.44	00:25:39.76
Lap 22	00:01:00.33	00:24:55.32
Lap 21	00:00:46.60	00:23:54.98
Lap 20	00:01:05.99	00:23:08.37
Lap 19	00:00:48.53	00:22:02.38
Lap 18	00:01:05.55	00:21:13.85
Lap 17	00:01:00.05	00:20:08.29
Lap 16	00:00:51.72	00:19:08.24
Lap 15	00:01:06.50	00:18:16.51
Lap 14	00:00:55.14	00:17:10.01
Lap 13	00:01:18.08	00:16:14.86
Lap 12	00:01:01.98	00:14:56.78
Lap 11	00:01:46.48	00:13:54.79
Lap 10	00:01:01.96	00:12:08.30
Lap 9	00:01:00.91	00:11:06.34
Lap 8	00:00:57.80	00:10:05.42
Lap 7	00:01:10.98	00:09:07.62
Lap 6	00:01:13.18	00:07:56.64
Lap 5	00:00:59.30	00:06:43.46
Lap 4	00:00:44.49	00:05:44.15
Lap 3	00:00:55.30	00:04:59.65
Lap 2	00:02:07.47	00:04:04.34
Lap 1	00:01:56.87	00:01:56.87
