Lap 51	00:00:31.53	00:42:20.35
Lap 50	00:00:44.96	00:41:48.81
Lap 49	00:00:46.76	00:41:03.84
Lap 48	00:01:00.64	00:40:17.08
Lap 47	00:00:36.88	00:39:16.44
Lap 46	00:00:51.23	00:38:39.55
Lap 45	00:00:47.37	00:37:48.32
Lap 44	00:00:48.41	00:37:00.94
Lap 43	00:00:49.23	00:36:12.52
Lap 42	00:00:56.50	00:35:23.29
Lap 41	00:00:43.67	00:34:26.79
Lap 40	00:00:37.23	00:33:43.11
Lap 39	00:00:59.59	00:33:05.88
Lap 38	00:00:54.03	00:32:06.29
Lap 37	00:00:50.34	00:31:12.25
Lap 36	00:00:46.16	00:30:21.91
Lap 35	00:00:52.07	00:29:35.74
Lap 34	00:00:44.96	00:28:43.67
Lap 33	00:01:01.50	00:27:58.71
Lap 32	00:00:56.01	00:26:57.20
Lap 31	00:00:49.65	00:26:01.18
Lap 30	00:00:51.37	00:25:11.53
Lap 29	00:00:50.16	00:24:20.16
Lap 28	00:00:53.05	00:23:29.99
Lap 27	00:00:48.15	00:22:36.94
Lap 26	00:00:54.71	00:21:48.78
Lap 25	00:00:54.31	00:20:54.07
Lap 24	00:00:58.14	00:19:59.76
Lap 23	00:00:51.87	00:19:01.61
Lap 22	00:00:48.44	00:18:09.74
Lap 21	00:00:42.71	00:17:21.30
Lap 20	00:00:52.08	00:16:38.59
Lap 19	00:00:41.71	00:15:46.50
Lap 18	00:00:40.08	00:15:04.79
Lap 17	00:00:45.22	00:14:24.71
Lap 16	00:00:57.39	00:13:39.48
Lap 15	00:00:53.53	00:12:42.09
Lap 14	00:00:44.07	00:11:48.56
Lap 13	00:00:58.02	00:11:04.48
Lap 12	00:00:53.72	00:10:06.46
Lap 11	00:00:51.71	00:09:12.74
Lap 10	00:00:40.03	00:08:21.02
Lap 9	00:00:40.81	00:07:40.99
Lap 8	00:00:49.10	00:07:00.17
Lap 7	00:00:44.23	00:06:11.07
Lap 6	00:00:46.27	00:05:26.84
Lap 5	00:00:44.78	00:04:40.56
Lap 4	00:00:45.40	00:03:55.77
Lap 3	00:00:48.47	00:03:10.36
Lap 2	00:01:03.81	00:02:21.89
Lap 1	00:01:18.07	00:01:18.07
