Lap 50	00:01:49.28	00:49:17.93
Lap 49	00:00:32.40	00:47:28.64
Lap 48	00:00:47.99	00:46:56.23
Lap 47	00:00:48.40	00:46:08.24
Lap 46	00:00:53.36	00:45:19.83
Lap 45	00:00:32.76	00:44:26.47
Lap 44	00:01:13.89	00:43:53.71
Lap 43	00:00:57.45	00:42:39.81
Lap 42	00:00:45.79	00:41:42.36
Lap 41	00:00:51.97	00:40:56.56
Lap 40	00:01:09.40	00:40:04.59
Lap 39	00:00:50.92	00:38:55.19
Lap 38	00:01:12.51	00:38:04.26
Lap 37	00:00:51.69	00:36:51.75
Lap 36	00:01:00.22	00:36:00.05
Lap 35	00:00:56.65	00:34:59.83
Lap 34	00:01:02.45	00:34:03.17
Lap 33	00:00:45.58	00:33:00.71
Lap 32	00:00:47.35	00:32:15.13
Lap 31	00:00:48.98	00:31:27.77
Lap 30	00:00:50.89	00:30:38.78
Lap 29	00:01:09.29	00:29:47.89
Lap 28	00:00:49.64	00:28:38.60
Lap 27	00:00:59.20	00:27:48.95
Lap 26	00:00:28.99	00:26:49.74
Lap 25	00:01:02.07	00:26:20.75
Lap 24	00:01:02.91	00:25:18.67
Lap 23	00:00:51.64	00:24:15.75
Lap 22	00:00:51.85	00:23:24.10
Lap 21	00:00:32.60	00:22:32.25
Lap 20	00:00:29.77	00:21:59.64
Lap 19	00:01:06.29	00:21:29.87
Lap 18	00:00:56.47	00:20:23.57
Lap 17	00:00:37.59	00:19:27.09
Lap 16	00:00:46.59	00:18:49.50
Lap 15	00:00:42.13	00:18:02.90
Lap 14	00:01:06.47	00:17:20.77
Lap 13	00:01:26.54	00:16:14.29
Lap 12	00:01:13.30	00:14:47.74
Lap 11	00:01:03.65	00:13:34.44
Lap 10	00:01:08.33	00:12:30.78
Lap 9	00:01:03.28	00:11:22.45
Lap 8	00:00:50.32	00:10:19.17
Lap 7	00:01:20.53	00:09:28.85
Lap 6	00:01:26.21	00:08:08.32
Lap 5	00:01:15.19	00:06:42.10
Lap 4	00:01:01.47	00:05:26.91
Lap 3	00:01:21.59	00:04:25.44
Lap 2	00:01:20.37	00:03:03.85
Lap 1	00:01:43.47	00:01:43.47
