Lap 51	00:00:11.52	01:01:50.43
Lap 50	00:01:10.72	01:01:38.90
Lap 49	00:00:42.39	01:00:28.18
Lap 48	00:00:52.79	00:59:45.78
Lap 47	00:01:24.99	00:58:52.99
Lap 46	00:00:50.35	00:57:27.99
Lap 45	00:01:11.71	00:56:37.64
Lap 44	00:00:55.06	00:55:25.93
Lap 43	00:01:01.28	00:54:30.87
Lap 42	00:01:05.26	00:53:29.59
Lap 41	00:01:24.36	00:52:24.33
Lap 40	00:01:08.76	00:50:59.97
Lap 39	00:00:49.91	00:49:51.21
Lap 38	00:01:34.79	00:49:01.29
Lap 37	00:02:41.43	00:47:26.49
Lap 36	00:01:01.46	00:44:45.06
Lap 35	00:01:22.96	00:43:43.60
Lap 34	00:00:56.14	00:42:20.64
Lap 33	00:00:54.80	00:41:24.50
Lap 32	00:01:17.11	00:40:29.69
Lap 31	00:01:03.80	00:39:12.58
Lap 30	00:01:17.13	00:38:08.78
Lap 29	00:01:08.72	00:36:51.65
Lap 28	00:02:07.91	00:35:42.93
Lap 27	00:01:20.31	00:33:35.01
Lap 26	00:00:56.35	00:32:14.69
Lap 25	00:00:50.08	00:31:18.34
Lap 24	00:01:35.83	00:30:28.26
Lap 23	00:00:43.36	00:28:52.42
Lap 22	00:00:43.55	00:28:09.05
Lap 21	00:01:52.24	00:27:25.50
Lap 20	00:01:13.47	00:25:33.25
Lap 19	00:01:08.36	00:24:19.78
Lap 18	00:01:10.64	00:23:11.41
Lap 17	00:01:13.80	00:22:00.76
Lap 16	00:00:48.92	00:20:46.95
Lap 15	00:01:07.05	00:19:58.03
Lap 14	00:00:52.79	00:18:50.97
Lap 13	00:01:11.32	00:17:58.17
Lap 12	00:01:06.22	00:16:46.84
Lap 11	00:01:14.59	00:15:40.62
Lap 10	00:01:10.32	00:14:26.03
Lap 9	00:01:07.05	00:13:15.70
Lap 8	00:01:28.75	00:12:08.65
Lap 7	00:01:24.48	00:10:39.89
Lap 6	00:01:12.72	00:09:15.41
Lap 5	00:01:24.36	00:08:02.69
Lap 4	00:01:47.18	00:06:38.33
Lap 3	00:01:27.18	00:04:51.14
Lap 2	00:01:44.73	00:03:23.96
Lap 1	00:01:39.23	00:01:39.23
