Lap 51	00:00:04.91	00:52:55.79
Lap 50	00:00:37.83	00:52:50.88
Lap 49	00:00:31.99	00:52:13.05
Lap 48	00:00:34.27	00:51:41.05
Lap 47	00:00:41.18	00:51:06.78
Lap 46	00:00:26.53	00:50:25.59
Lap 45	00:00:32.40	00:49:59.06
Lap 44	00:00:46.13	00:49:26.66
Lap 43	00:00:42.61	00:48:40.52
Lap 42	00:00:43.67	00:47:57.91
Lap 41	00:00:42.80	00:47:14.23
Lap 40	00:00:57.19	00:46:31.43
Lap 39	00:00:46.42	00:45:34.24
Lap 38	00:00:47.23	00:44:47.81
Lap 37	00:00:38.03	00:44:00.58
Lap 36	00:00:44.53	00:43:22.55
Lap 35	00:00:40.68	00:42:38.01
Lap 34	00:00:57.79	00:41:57.33
Lap 33	00:00:53.10	00:40:59.53
Lap 32	00:01:10.02	00:40:06.43
Lap 31	00:00:55.36	00:38:56.41
Lap 30	00:00:53.30	00:38:01.04
Lap 29	00:00:49.29	00:37:07.73
Lap 28	00:00:37.44	00:36:18.43
Lap 27	00:01:05.09	00:35:40.99
Lap 26	00:00:59.19	00:34:35.90
Lap 25	00:00:56.27	00:33:36.70
Lap 24	00:01:08.32	00:32:40.43
Lap 23	00:02:01.80	00:31:32.11
Lap 22	00:00:42.60	00:29:30.30
Lap 21	00:00:40.35	00:28:47.70
Lap 20	00:01:02.57	00:28:07.34
Lap 19	00:01:21.09	00:27:04.77
Lap 18	00:02:01.79	00:25:43.68
Lap 17	00:00:04.59	00:23:41.88
Lap 16	00:02:31.59	00:23:37.29
Lap 15	00:01:10.74	00:21:05.69
Lap 14	00:01:40.56	00:19:54.95
Lap 13	00:00:58.29	00:18:14.38
Lap 12	00:01:32.92	00:17:16.09
Lap 11	00:02:53.71	00:15:43.17
Lap 10	00:01:47.93	00:12:49.45
Lap 9	00:01:12.27	00:11:01.51
Lap 8	00:00:59.28	00:09:49.23
Lap 7	00:01:43.46	00:08:49.95
Lap 6	00:00:33.76	00:07:06.49
Lap 5	00:01:30.65	00:06:32.72
Lap 4	00:01:36.83	00:05:02.07
Lap 3	00:01:44.47	00:03:25.24
Lap 2	00:00:05.70	00:01:40.77
Lap 1	00:01:35.07	00:01:35.07
