Lap 51	00:00:05.88	00:38:54.57
Lap 50	00:00:36.03	00:38:48.69
Lap 49	00:00:35.08	00:38:12.66
Lap 48	00:00:29.45	00:37:37.57
Lap 47	00:00:34.67	00:37:08.11
Lap 46	00:00:25.38	00:36:33.44
Lap 45	00:00:47.49	00:36:08.06
Lap 44	00:00:45.17	00:35:20.57
Lap 43	00:00:59.85	00:34:35.39
Lap 42	00:00:50.48	00:33:35.54
Lap 41	00:00:39.48	00:32:45.06
Lap 40	00:00:33.17	00:32:05.58
Lap 39	00:00:43.84	00:31:32.40
Lap 38	00:00:43.64	00:30:48.55
Lap 37	00:00:48.62	00:30:04.91
Lap 36	00:00:36.38	00:29:16.29
Lap 35	00:00:41.44	00:28:39.91
Lap 34	00:00:54.33	00:27:58.46
Lap 33	00:00:29.94	00:27:04.13
Lap 32	00:01:00.08	00:26:34.18
Lap 31	00:00:51.84	00:25:34.10
Lap 30	00:00:36.62	00:24:42.26
Lap 29	00:00:28.37	00:24:05.64
Lap 28	00:00:30.96	00:23:37.26
Lap 27	00:00:54.01	00:23:06.30
Lap 26	00:00:47.45	00:22:12.28
Lap 25	00:00:30.91	00:21:24.82
Lap 24	00:00:45.12	00:20:53.91
Lap 23	00:00:48.84	00:20:08.79
Lap 22	00:00:51.49	00:19:19.95
Lap 21	00:01:07.80	00:18:28.46
Lap 20	00:00:41.92	00:17:20.65
Lap 19	00:00:58.39	00:16:38.73
Lap 18	00:00:37.32	00:15:40.34
Lap 17	00:00:35.18	00:15:03.02
Lap 16	00:00:40.30	00:14:27.83
Lap 15	00:00:44.10	00:13:47.53
Lap 14	00:00:30.24	00:13:03.42
Lap 13	00:00:59.70	00:12:33.18
Lap 12	00:00:48.16	00:11:33.48
Lap 11	00:00:50.83	00:10:45.31
Lap 10	00:01:01.75	00:09:54.48
Lap 9	00:00:44.58	00:08:52.72
Lap 8	00:00:36.86	00:08:08.14
Lap 7	00:00:25.04	00:07:31.28
Lap 6	00:00:47.04	00:07:06.23
Lap 5	00:00:25.90	00:06:19.19
Lap 4	00:02:14.53	00:05:53.28
Lap 3	00:01:10.49	00:03:38.74
Lap 2	00:01:10.76	00:02:28.25
Lap 1	00:01:17.48	00:01:17.48
