Lap 51	00:00:10.75	00:33:00.32
Lap 50	00:00:33.87	00:32:49.56
Lap 49	00:00:34.40	00:32:15.68
Lap 48	00:00:31.32	00:31:41.28
Lap 47	00:00:34.07	00:31:09.96
Lap 46	00:00:27.65	00:30:35.88
Lap 45	00:00:37.11	00:30:08.23
Lap 44	00:00:35.86	00:29:31.11
Lap 43	00:00:42.03	00:28:55.25
Lap 42	00:00:40.36	00:28:13.22
Lap 41	00:00:50.34	00:27:32.85
Lap 40	00:00:31.49	00:26:42.50
Lap 39	00:00:39.07	00:26:11.01
Lap 38	00:00:47.46	00:25:31.94
Lap 37	00:00:30.31	00:24:44.47
Lap 36	00:00:33.49	00:24:14.16
Lap 35	00:00:29.29	00:23:40.67
Lap 34	00:00:40.97	00:23:11.38
Lap 33	00:00:30.40	00:22:30.40
Lap 32	00:00:39.03	00:22:00.00
Lap 31	00:00:35.26	00:21:20.97
Lap 30	00:00:33.76	00:20:45.70
Lap 29	00:00:41.09	00:20:11.93
Lap 28	00:00:45.60	00:19:30.83
Lap 27	00:00:42.75	00:18:45.23
Lap 26	00:00:35.91	00:18:02.48
Lap 25	00:00:42.21	00:17:26.56
Lap 24	00:00:39.19	00:16:44.35
Lap 23	00:00:37.44	00:16:05.16
Lap 22	00:00:40.29	00:15:27.72
Lap 21	00:00:48.41	00:14:47.42
Lap 20	00:00:41.64	00:13:59.01
Lap 19	00:00:41.38	00:13:17.37
Lap 18	00:00:35.38	00:12:35.98
Lap 17	00:00:35.96	00:12:00.59
Lap 16	00:01:03.93	00:11:24.63
Lap 15	00:00:39.29	00:10:20.70
Lap 14	00:00:33.38	00:09:41.40
Lap 13	00:00:40.31	00:09:08.02
Lap 12	00:00:41.84	00:08:27.70
Lap 11	00:00:33.03	00:07:45.86
Lap 10	00:00:36.03	00:07:12.82
Lap 9	00:00:43.63	00:06:36.79
Lap 8	00:00:43.41	00:05:53.16
Lap 7	00:00:36.51	00:05:09.75
Lap 6	00:00:44.02	00:04:33.23
Lap 5	00:00:36.23	00:03:49.20
Lap 4	00:00:44.78	00:03:12.96
Lap 3	00:00:50.73	00:02:28.18
Lap 2	00:00:43.36	00:01:37.45
Lap 1	00:00:54.09	00:00:54.09
