Lap 51	00:01:34.50	00:46:58.46
Lap 50	00:00:36.80	00:45:23.96
Lap 49	00:00:31.53	00:44:47.15
Lap 48	00:00:38.03	00:44:15.61
Lap 47	00:00:43.72	00:43:37.58
Lap 46	00:00:39.55	00:42:53.86
Lap 45	00:00:37.50	00:42:14.31
Lap 44	00:01:04.53	00:41:36.80
Lap 43	00:00:46.44	00:40:32.27
Lap 42	00:00:53.45	00:39:45.83
Lap 41	00:00:40.41	00:38:52.37
Lap 40	00:00:35.93	00:38:11.95
Lap 39	00:00:35.58	00:37:36.02
Lap 38	00:00:44.00	00:37:00.43
Lap 37	00:01:12.06	00:36:16.43
Lap 36	00:00:49.09	00:35:04.36
Lap 35	00:00:44.97	00:34:15.27
Lap 34	00:00:39.11	00:33:30.29
Lap 33	00:00:54.67	00:32:51.18
Lap 32	00:01:03.85	00:31:56.51
Lap 31	00:00:48.17	00:30:52.65
Lap 30	00:01:19.50	00:30:04.48
Lap 29	00:00:51.10	00:28:44.98
Lap 28	00:00:43.74	00:27:53.88
Lap 27	00:01:19.53	00:27:10.14
Lap 26	00:00:57.73	00:25:50.60
Lap 25	00:00:46.10	00:24:52.86
Lap 24	00:01:31.49	00:24:06.76
Lap 23	00:00:47.23	00:22:35.27
Lap 22	00:00:37.34	00:21:48.03
Lap 21	00:00:45.72	00:21:10.69
Lap 20	00:00:48.90	00:20:24.96
Lap 19	00:00:40.37	00:19:36.06
Lap 18	00:00:41.02	00:18:55.68
Lap 17	00:00:42.20	00:18:14.66
Lap 16	00:01:12.45	00:17:32.45
Lap 15	00:00:41.70	00:16:20.00
Lap 14	00:01:53.40	00:15:38.29
Lap 13	00:00:55.91	00:13:44.89
Lap 12	00:00:48.81	00:12:48.98
Lap 11	00:01:28.25	00:12:00.16
Lap 10	00:01:08.89	00:10:31.90
Lap 9	00:00:52.97	00:09:23.01
Lap 8	00:00:57.00	00:08:30.04
Lap 7	00:00:50.47	00:07:33.03
Lap 6	00:01:04.00	00:06:42.55
Lap 5	00:00:52.29	00:05:38.55
Lap 4	00:00:42.42	00:04:46.25
Lap 3	00:01:02.43	00:04:03.83
Lap 2	00:01:13.27	00:03:01.40
Lap 1	00:01:48.12	00:01:48.12
