Lap 51	00:00:12.53	01:15:33.04
Lap 50	00:00:37.37	01:15:20.51
Lap 49	00:00:53.09	01:14:43.14
Lap 48	00:00:23.32	01:13:50.04
Lap 47	00:01:02.10	01:13:26.71
Lap 46	00:02:53.49	01:12:24.60
Lap 45	00:00:41.79	01:09:31.11
Lap 44	00:00:59.39	01:08:49.31
Lap 43	00:00:40.54	01:07:49.92
Lap 42	00:03:34.06	01:07:09.37
Lap 41	00:02:21.94	01:03:35.31
Lap 40	00:01:43.51	01:01:13.37
Lap 39	00:01:25.08	00:59:29.85
Lap 38	00:01:21.99	00:58:04.77
Lap 37	00:01:36.65	00:56:42.78
Lap 36	00:01:13.06	00:55:06.12
Lap 35	00:01:26.97	00:53:53.06
Lap 34	00:00:58.39	00:52:26.08
Lap 33	00:00:42.02	00:51:27.68
Lap 32	00:00:37.51	00:50:45.66
Lap 31	00:03:03.86	00:50:08.15
Lap 30	00:00:40.00	00:47:04.28
Lap 29	00:01:26.42	00:46:24.27
Lap 28	00:00:59.51	00:44:57.85
Lap 27	00:02:33.86	00:43:58.34
Lap 26	00:00:44.10	00:41:24.47
Lap 25	00:01:47.67	00:40:40.37
Lap 24	00:01:44.84	00:38:52.70
Lap 23	00:01:35.14	00:37:07.86
Lap 22	00:01:19.96	00:35:32.71
Lap 21	00:02:02.56	00:34:12.75
Lap 20	00:01:26.82	00:32:10.19
Lap 19	00:01:34.30	00:30:43.36
Lap 18	00:01:28.13	00:29:09.06
Lap 17	00:01:14.46	00:27:40.93
Lap 16	00:00:57.24	00:26:26.46
Lap 15	00:01:29.71	00:25:29.22
Lap 14	00:01:37.44	00:23:59.50
Lap 13	00:00:51.41	00:22:22.05
Lap 12	00:01:08.29	00:21:30.64
Lap 11	00:00:57.88	00:20:22.34
Lap 10	00:00:58.71	00:19:24.45
Lap 9	00:01:31.34	00:18:25.74
Lap 8	00:01:38.30	00:16:54.40
Lap 7	00:04:23.23	00:15:16.09
Lap 6	00:01:29.00	00:10:52.85
Lap 5	00:01:34.75	00:09:23.84
Lap 4	00:01:54.92	00:07:49.09
Lap 3	00:01:27.28	00:05:54.16
Lap 2	00:02:00.01	00:04:26.88
Lap 1	00:02:26.86	00:02:26.86
