Lap 50	00:00:49.56	00:27:58.73
Lap 49	00:00:26.84	00:27:09.17
Lap 48	00:00:43.51	00:26:42.32
Lap 47	00:00:23.60	00:25:58.80
Lap 46	00:00:36.55	00:25:35.20
Lap 45	00:00:21.22	00:24:58.65
Lap 44	00:00:32.22	00:24:37.42
Lap 43	00:00:26.97	00:24:05.20
Lap 42	00:00:50.92	00:23:38.22
Lap 41	00:00:27.48	00:22:47.30
Lap 40	00:00:25.36	00:22:19.82
Lap 39	00:00:38.32	00:21:54.45
Lap 38	00:00:43.68	00:21:16.13
Lap 37	00:00:24.04	00:20:32.44
Lap 36	00:00:29.66	00:20:08.40
Lap 35	00:00:21.95	00:19:38.74
Lap 34	00:00:27.51	00:19:16.78
Lap 33	00:00:29.79	00:18:49.27
Lap 32	00:00:33.87	00:18:19.48
Lap 31	00:00:48.70	00:17:45.61
Lap 30	00:00:28.46	00:16:56.90
Lap 29	00:00:28.82	00:16:28.44
Lap 28	00:00:27.40	00:15:59.61
Lap 27	00:00:35.18	00:15:32.20
Lap 26	00:00:23.36	00:14:57.02
Lap 25	00:00:26.21	00:14:33.66
Lap 24	00:00:33.82	00:14:07.44
Lap 23	00:00:28.34	00:13:33.61
Lap 22	00:00:27.56	00:13:05.27
Lap 21	00:00:28.70	00:12:37.70
Lap 20	00:00:27.75	00:12:09.00
Lap 19	00:00:29.16	00:11:41.24
Lap 18	00:00:22.36	00:11:12.08
Lap 17	00:00:38.36	00:10:49.72
Lap 16	00:00:21.33	00:10:11.35
Lap 15	00:00:29.80	00:09:50.02
Lap 14	00:00:22.56	00:09:20.21
Lap 13	00:00:25.74	00:08:57.64
Lap 12	00:00:28.32	00:08:31.90
Lap 11	00:00:23.40	00:08:03.57
Lap 10	00:00:29.62	00:07:40.17
Lap 9	00:00:32.40	00:07:10.55
Lap 8	00:00:26.06	00:06:38.14
Lap 7	00:00:35.48	00:06:12.08
Lap 6	00:00:34.46	00:05:36.60
Lap 5	00:00:51.09	00:05:02.13
Lap 4	00:00:27.96	00:04:11.04
Lap 3	00:00:37.62	00:03:43.07
Lap 2	00:01:21.97	00:03:05.45
Lap 1	00:01:43.47	00:01:43.47
