Lap 50	00:00:23.20	00:56:53.28
Lap 49	00:01:06.20	00:56:30.08
Lap 48	00:00:33.53	00:55:23.87
Lap 47	00:00:40.20	00:54:50.34
Lap 46	00:00:52.07	00:54:10.14
Lap 45	00:00:36.83	00:53:18.07
Lap 44	00:00:23.85	00:52:41.23
Lap 43	00:00:39.79	00:52:17.37
Lap 42	00:00:58.66	00:51:37.58
Lap 41	00:00:42.57	00:50:38.91
Lap 40	00:00:16.44	00:49:56.34
Lap 39	00:00:44.04	00:49:39.89
Lap 38	00:00:46.43	00:48:55.85
Lap 37	00:00:41.03	00:48:09.42
Lap 36	00:00:18.57	00:47:28.38
Lap 35	00:01:58.03	00:47:09.81
Lap 34	00:01:53.98	00:45:11.77
Lap 33	00:00:54.21	00:43:17.79
Lap 32	00:01:00.12	00:42:23.58
Lap 31	00:00:49.37	00:41:23.46
Lap 30	00:01:01.64	00:40:34.08
Lap 29	00:01:46.59	00:39:32.43
Lap 28	00:00:59.30	00:37:45.83
Lap 27	00:00:44.90	00:36:46.53
Lap 26	00:00:29.09	00:36:01.63
Lap 25	00:02:03.32	00:35:32.53
Lap 24	00:01:02.09	00:33:29.20
Lap 23	00:00:55.50	00:32:27.11
Lap 22	00:01:01.50	00:31:31.61
Lap 21	00:01:02.24	00:30:30.10
Lap 20	00:01:02.54	00:29:27.86
Lap 19	00:00:33.58	00:28:25.32
Lap 18	00:01:54.00	00:27:51.74
Lap 17	00:00:21.71	00:25:57.74
Lap 16	00:02:01.02	00:25:36.02
Lap 15	00:01:00.17	00:23:34.99
Lap 14	00:01:02.94	00:22:34.82
Lap 13	00:00:06.81	00:21:31.87
Lap 12	00:02:05.80	00:21:25.06
Lap 11	00:01:15.72	00:19:19.25
Lap 10	00:01:30.57	00:18:03.53
Lap 9	00:01:33.07	00:16:32.95
Lap 8	00:01:15.61	00:14:59.87
Lap 7	00:01:24.90	00:13:44.26
Lap 6	00:01:19.47	00:12:19.36
Lap 5	00:04:06.90	00:10:59.89
Lap 4	00:03:11.31	00:06:52.98
Lap 3	00:01:14.20	00:03:41.67
Lap 2	00:00:09.00	00:02:27.46
Lap 1	00:02:18.45	00:02:18.45
