Lap 50	00:00:59.59	00:59:07.78
Lap 49	00:01:10.62	00:58:08.18
Lap 48	00:00:56.39	00:56:57.55
Lap 47	00:01:03.77	00:56:01.16
Lap 46	00:01:00.76	00:54:57.39
Lap 45	00:00:51.58	00:53:56.63
Lap 44	00:00:47.71	00:53:05.05
Lap 43	00:01:11.58	00:52:17.34
Lap 42	00:01:16.10	00:51:05.75
Lap 41	00:00:57.80	00:49:49.65
Lap 40	00:01:08.91	00:48:51.84
Lap 39	00:00:58.27	00:47:42.93
Lap 38	00:01:19.04	00:46:44.65
Lap 37	00:01:01.11	00:45:25.61
Lap 36	00:00:56.10	00:44:24.49
Lap 35	00:01:10.79	00:43:28.39
Lap 34	00:00:53.84	00:42:17.59
Lap 33	00:01:08.92	00:41:23.74
Lap 32	00:01:09.02	00:40:14.82
Lap 31	00:01:08.48	00:39:05.79
Lap 30	00:01:26.74	00:37:57.30
Lap 29	00:00:52.35	00:36:30.56
Lap 28	00:00:49.68	00:35:38.20
Lap 27	00:01:08.54	00:34:48.52
Lap 26	00:00:59.68	00:33:39.97
Lap 25	00:01:09.52	00:32:40.29
Lap 24	00:00:59.30	00:31:30.77
Lap 23	00:01:09.95	00:30:31.46
Lap 22	00:00:57.81	00:29:21.51
Lap 21	00:01:03.71	00:28:23.70
Lap 20	00:01:00.33	00:27:19.99
Lap 19	00:00:57.07	00:26:19.65
Lap 18	00:01:27.83	00:25:22.57
Lap 17	00:01:07.43	00:23:54.73
Lap 16	00:01:24.54	00:22:47.30
Lap 15	00:01:19.23	00:21:22.76
Lap 14	00:00:53.97	00:20:03.53
Lap 13	00:01:05.84	00:19:09.55
Lap 12	00:01:34.14	00:18:03.70
Lap 11	00:01:52.16	00:16:29.56
Lap 10	00:01:31.71	00:14:37.39
Lap 9	00:01:20.52	00:13:05.68
Lap 8	00:01:27.96	00:11:45.15
Lap 7	00:01:17.24	00:10:17.18
Lap 6	00:01:24.30	00:08:59.94
Lap 5	00:01:27.78	00:07:35.63
Lap 4	00:01:35.58	00:06:07.85
Lap 3	00:01:30.86	00:04:32.27
Lap 2	00:01:23.52	00:03:01.41
Lap 1	00:01:37.88	00:01:37.88
