Lap 51	00:00:13.95	00:56:25.51
Lap 50	00:00:46.15	00:56:11.55
Lap 49	00:01:26.84	00:55:25.39
Lap 48	00:00:49.70	00:53:58.55
Lap 47	00:01:08.85	00:53:08.84
Lap 46	00:02:05.67	00:51:59.99
Lap 45	00:00:41.12	00:49:54.32
Lap 44	00:00:51.50	00:49:13.19
Lap 43	00:00:56.33	00:48:21.69
Lap 42	00:01:12.41	00:47:25.35
Lap 41	00:00:57.42	00:46:12.93
Lap 40	00:00:49.85	00:45:15.51
Lap 39	00:01:07.03	00:44:25.65
Lap 38	00:01:06.41	00:43:18.61
Lap 37	00:00:48.77	00:42:12.20
Lap 36	00:00:48.94	00:41:23.43
Lap 35	00:00:46.36	00:40:34.48
Lap 34	00:01:08.32	00:39:48.12
Lap 33	00:01:03.57	00:38:39.79
Lap 32	00:01:02.70	00:37:36.22
Lap 31	00:00:55.07	00:36:33.51
Lap 30	00:00:52.96	00:35:38.44
Lap 29	00:00:58.82	00:34:45.48
Lap 28	00:01:09.72	00:33:46.65
Lap 27	00:01:11.57	00:32:36.93
Lap 26	00:00:55.92	00:31:25.36
Lap 25	00:01:04.52	00:30:29.43
Lap 24	00:00:53.87	00:29:24.90
Lap 23	00:01:16.32	00:28:31.03
Lap 22	00:00:56.74	00:27:14.70
Lap 21	00:01:16.59	00:26:17.96
Lap 20	00:00:59.16	00:25:01.37
Lap 19	00:01:05.17	00:24:02.20
Lap 18	00:01:07.00	00:22:57.03
Lap 17	00:00:57.80	00:21:50.02
Lap 16	00:01:27.80	00:20:52.22
Lap 15	00:01:14.87	00:19:24.42
Lap 14	00:01:05.62	00:18:09.54
Lap 13	00:01:10.89	00:17:03.92
Lap 12	00:00:59.33	00:15:53.02
Lap 11	00:01:38.69	00:14:53.68
Lap 10	00:01:13.62	00:13:14.99
Lap 9	00:01:20.04	00:12:01.37
Lap 8	00:01:27.14	00:10:41.32
Lap 7	00:01:01.89	00:09:14.17
Lap 6	00:01:04.97	00:08:12.28
Lap 5	00:01:27.61	00:07:07.31
Lap 4	00:00:52.62	00:05:39.70
Lap 3	00:01:48.71	00:04:47.07
Lap 2	00:01:24.84	00:02:58.35
Lap 1	00:01:33.51	00:01:33.51
