Lap 53	00:00:30.22	00:39:48.44
Lap 52	00:00:47.32	00:39:18.22
Lap 51	00:00:30.48	00:38:30.89
Lap 50	00:00:49.55	00:38:00.40
Lap 49	00:00:32.56	00:37:10.85
Lap 48	00:00:38.11	00:36:38.28
Lap 47	00:00:45.06	00:36:00.16
Lap 46	00:00:25.08	00:35:15.10
Lap 45	00:01:12.48	00:34:50.01
Lap 44	00:00:44.75	00:33:37.53
Lap 43	00:00:54.46	00:32:52.77
Lap 42	00:00:37.14	00:31:58.31
Lap 41	00:00:50.50	00:31:21.17
Lap 40	00:00:45.90	00:30:30.66
Lap 39	00:00:49.82	00:29:44.75
Lap 38	00:00:44.37	00:28:54.93
Lap 37	00:00:40.71	00:28:10.55
Lap 36	00:00:41.74	00:27:29.84
Lap 35	00:00:44.52	00:26:48.10
Lap 34	00:00:46.06	00:26:03.57
Lap 33	00:00:40.51	00:25:17.51
Lap 32	00:00:41.34	00:24:36.99
Lap 31	00:00:59.68	00:23:55.65
Lap 30	00:00:39.08	00:22:55.97
Lap 29	00:00:32.65	00:22:16.89
Lap 28	00:00:51.37	00:21:44.23
Lap 27	00:00:39.36	00:20:52.86
Lap 26	00:00:43.83	00:20:13.49
Lap 25	00:00:43.19	00:19:29.66
Lap 24	00:00:38.46	00:18:46.46
Lap 23	00:01:02.19	00:18:08.00
Lap 22	00:00:48.11	00:17:05.81
Lap 21	00:00:37.65	00:16:17.70
Lap 20	00:00:45.03	00:15:40.05
Lap 19	00:00:41.69	00:14:55.02
Lap 18	00:00:35.19	00:14:13.32
Lap 17	00:00:50.44	00:13:38.12
Lap 16	00:00:44.60	00:12:47.67
Lap 15	00:00:45.23	00:12:03.06
Lap 14	00:00:51.82	00:11:17.83
Lap 13	00:00:37.96	00:10:26.00
Lap 12	00:01:00.58	00:09:48.04
Lap 11	00:00:39.56	00:08:47.46
Lap 10	00:00:43.92	00:08:07.90
Lap 9	00:01:11.29	00:07:23.98
Lap 8	00:00:50.17	00:06:12.68
Lap 7	00:00:54.18	00:05:22.51
Lap 6	00:00:59.18	00:04:28.32
Lap 5	00:00:58.75	00:03:29.14
Lap 4	00:00:03.22	00:02:30.38
Lap 3	00:01:04.96	00:02:27.16
Lap 2	00:01:18.80	00:01:22.19
Lap 1	00:00:03.39	00:00:03.39
