Lap 51	00:00:17.15	00:47:43.59
Lap 50	00:00:34.08	00:47:26.44
Lap 49	00:00:45.76	00:46:52.36
Lap 48	00:00:38.11	00:46:06.60
Lap 47	00:00:36.31	00:45:28.48
Lap 46	00:00:30.27	00:44:52.17
Lap 45	00:00:38.09	00:44:21.90
Lap 44	00:00:34.04	00:43:43.81
Lap 43	00:00:35.58	00:43:09.76
Lap 42	00:00:40.39	00:42:34.18
Lap 41	00:00:35.19	00:41:53.78
Lap 40	00:00:29.04	00:41:18.59
Lap 39	00:00:38.38	00:40:49.55
Lap 38	00:00:37.50	00:40:11.16
Lap 37	00:00:36.42	00:39:33.66
Lap 36	00:00:38.68	00:38:57.23
Lap 35	00:00:46.83	00:38:18.54
Lap 34	00:00:47.61	00:37:31.71
Lap 33	00:01:04.55	00:36:44.10
Lap 32	00:01:02.51	00:35:39.54
Lap 31	00:00:34.27	00:34:37.03
Lap 30	00:00:43.68	00:34:02.75
Lap 29	00:00:37.65	00:33:19.07
Lap 28	00:00:41.52	00:32:41.41
Lap 27	00:00:58.22	00:31:59.89
Lap 26	00:00:49.69	00:31:01.67
Lap 25	00:00:40.21	00:30:11.98
Lap 24	00:00:42.29	00:29:31.77
Lap 23	00:00:55.45	00:28:49.47
Lap 22	00:00:45.49	00:27:54.02
Lap 21	00:00:42.88	00:27:08.52
Lap 20	00:00:39.39	00:26:25.64
Lap 19	00:01:01.15	00:25:46.24
Lap 18	00:00:47.80	00:24:45.08
Lap 17	00:00:41.99	00:23:57.27
Lap 16	00:00:44.06	00:23:15.28
Lap 15	00:01:02.24	00:22:31.21
Lap 14	00:01:00.49	00:21:28.97
Lap 13	00:00:52.23	00:20:28.48
Lap 12	00:01:11.21	00:19:36.24
Lap 11	00:01:16.88	00:18:25.03
Lap 10	00:01:01.65	00:17:08.14
Lap 9	00:01:12.27	00:16:06.48
Lap 8	00:01:30.06	00:14:54.21
Lap 7	00:01:47.27	00:13:24.14
Lap 6	00:01:43.71	00:11:36.87
Lap 5	00:01:18.17	00:09:53.15
Lap 4	00:02:40.42	00:08:34.98
Lap 3	00:02:02.73	00:05:54.56
Lap 2	00:01:35.60	00:03:51.82
Lap 1	00:02:16.21	00:02:16.21
