Lap 51	00:00:09.07	00:52:43.07
Lap 50	00:00:41.81	00:52:33.99
Lap 49	00:00:42.19	00:51:52.18
Lap 48	00:00:45.52	00:51:09.99
Lap 47	00:00:51.30	00:50:24.47
Lap 46	00:00:29.80	00:49:33.16
Lap 45	00:00:56.63	00:49:03.36
Lap 44	00:00:33.36	00:48:06.72
Lap 43	00:00:33.46	00:47:33.36
Lap 42	00:00:47.51	00:46:59.89
Lap 41	00:01:16.96	00:46:12.38
Lap 40	00:01:02.83	00:44:55.42
Lap 39	00:00:55.10	00:43:52.58
Lap 38	00:00:52.26	00:42:57.47
Lap 37	00:00:57.98	00:42:05.21
Lap 36	00:01:29.30	00:41:07.23
Lap 35	00:00:57.44	00:39:37.92
Lap 34	00:01:15.55	00:38:40.47
Lap 33	00:01:29.32	00:37:24.92
Lap 32	00:00:49.68	00:35:55.59
Lap 31	00:01:11.22	00:35:05.91
Lap 30	00:00:44.33	00:33:54.69
Lap 29	00:01:45.82	00:33:10.35
Lap 28	00:00:32.01	00:31:24.53
Lap 27	00:00:38.29	00:30:52.52
Lap 26	00:00:47.63	00:30:14.22
Lap 25	00:04:21.69	00:29:26.59
Lap 24	00:01:48.88	00:25:04.90
Lap 23	00:01:07.23	00:23:16.01
Lap 22	00:00:38.57	00:22:08.78
Lap 21	00:00:33.14	00:21:30.20
Lap 20	00:01:01.93	00:20:57.06
Lap 19	00:00:56.62	00:19:55.12
Lap 18	00:01:01.89	00:18:58.49
Lap 17	00:00:50.68	00:17:56.60
Lap 16	00:01:02.73	00:17:05.91
Lap 15	00:00:49.02	00:16:03.17
Lap 14	00:00:44.28	00:15:14.15
Lap 13	00:00:43.95	00:14:29.87
Lap 12	00:01:25.74	00:13:45.92
Lap 11	00:00:55.14	00:12:20.18
Lap 10	00:00:41.58	00:11:25.03
Lap 9	00:01:27.59	00:10:43.45
Lap 8	00:00:46.40	00:09:15.85
Lap 7	00:01:05.37	00:08:29.45
Lap 6	00:01:20.89	00:07:24.08
Lap 5	00:00:47.36	00:06:03.18
Lap 4	00:01:25.42	00:05:15.82
Lap 3	00:00:58.08	00:03:50.40
Lap 2	00:01:09.45	00:02:52.31
Lap 1	00:01:42.86	00:01:42.86
