Lap 50	00:00:10.37	00:45:32.44
Lap 49	00:00:30.23	00:45:22.07
Lap 48	00:00:38.42	00:44:51.83
Lap 47	00:00:28.89	00:44:13.41
Lap 46	00:00:27.19	00:43:44.51
Lap 45	00:00:35.46	00:43:17.32
Lap 44	00:00:40.08	00:42:41.86
Lap 43	00:00:37.09	00:42:01.77
Lap 42	00:00:32.66	00:41:24.67
Lap 41	00:00:44.13	00:40:52.01
Lap 40	00:00:49.80	00:40:07.87
Lap 39	00:00:34.39	00:39:18.07
Lap 38	00:00:41.21	00:38:43.67
Lap 37	00:00:33.61	00:38:02.46
Lap 36	00:00:33.70	00:37:28.84
Lap 35	00:00:30.22	00:36:55.13
Lap 34	00:00:30.88	00:36:24.91
Lap 33	00:00:37.73	00:35:54.02
Lap 32	00:00:40.64	00:35:16.29
Lap 31	00:00:56.28	00:34:35.64
Lap 30	00:00:40.70	00:33:39.36
Lap 29	00:00:31.46	00:32:58.66
Lap 28	00:00:40.04	00:32:27.20
Lap 27	00:00:47.38	00:31:47.15
Lap 26	00:00:59.68	00:30:59.77
Lap 25	00:00:35.67	00:30:00.08
Lap 24	00:00:47.80	00:29:24.41
Lap 23	00:01:54.85	00:28:36.60
Lap 22	00:01:05.05	00:26:41.74
Lap 21	00:00:35.32	00:25:36.69
Lap 20	00:00:43.63	00:25:01.36
Lap 19	00:00:53.17	00:24:17.72
Lap 18	00:00:50.71	00:23:24.55
Lap 17	00:01:05.19	00:22:33.83
Lap 16	00:01:05.47	00:21:28.64
Lap 15	00:00:49.33	00:20:23.17
Lap 14	00:01:02.22	00:19:33.84
Lap 13	00:00:50.12	00:18:31.62
Lap 12	00:01:12.78	00:17:41.49
Lap 11	00:01:11.56	00:16:28.71
Lap 10	00:00:59.73	00:15:17.15
Lap 9	00:01:04.72	00:14:17.42
Lap 8	00:01:00.71	00:13:12.69
Lap 7	00:01:11.17	00:12:11.98
Lap 6	00:02:02.56	00:11:00.80
Lap 5	00:01:14.55	00:08:58.23
Lap 4	00:01:34.39	00:07:43.68
Lap 3	00:02:38.25	00:06:09.29
Lap 2	00:01:32.15	00:03:31.03
Lap 1	00:01:58.88	00:01:58.88
