Lap 50	00:00:52.86	00:19:03.32
Lap 49	00:00:17.52	00:18:10.46
Lap 48	00:00:29.28	00:17:52.93
Lap 47	00:00:23.77	00:17:23.65
Lap 46	00:00:17.56	00:16:59.88
Lap 45	00:00:27.00	00:16:42.31
Lap 44	00:00:19.20	00:16:15.31
Lap 43	00:00:29.39	00:15:56.11
Lap 42	00:00:18.93	00:15:26.72
Lap 41	00:00:19.80	00:15:07.78
Lap 40	00:00:20.61	00:14:47.98
Lap 39	00:00:17.09	00:14:27.37
Lap 38	00:00:25.57	00:14:10.28
Lap 37	00:00:21.23	00:13:44.70
Lap 36	00:00:17.46	00:13:23.47
Lap 35	00:00:17.88	00:13:06.00
Lap 34	00:00:26.53	00:12:48.12
Lap 33	00:00:30.73	00:12:21.59
Lap 32	00:00:21.98	00:11:50.85
Lap 31	00:00:21.12	00:11:28.87
Lap 30	00:00:20.76	00:11:07.75
Lap 29	00:00:28.05	00:10:46.98
Lap 28	00:00:20.28	00:10:18.92
Lap 27	00:00:25.20	00:09:58.64
Lap 26	00:00:19.50	00:09:33.44
Lap 25	00:00:20.19	00:09:13.93
Lap 24	00:00:18.68	00:08:53.73
Lap 23	00:00:17.96	00:08:35.05
Lap 22	00:00:17.98	00:08:17.09
Lap 21	00:00:18.63	00:07:59.10
Lap 20	00:00:20.20	00:07:40.47
Lap 19	00:00:20.91	00:07:20.26
Lap 18	00:00:22.93	00:06:59.35
Lap 17	00:00:24.64	00:06:36.42
Lap 16	00:00:24.97	00:06:11.77
Lap 15	00:00:23.45	00:05:46.80
Lap 14	00:00:21.34	00:05:23.34
Lap 13	00:00:20.83	00:05:02.00
Lap 12	00:00:24.06	00:04:41.17
Lap 11	00:00:23.85	00:04:17.11
Lap 10	00:00:22.92	00:03:53.26
Lap 9	00:00:19.85	00:03:30.33
Lap 8	00:00:20.72	00:03:10.48
Lap 7	00:00:22.15	00:02:49.76
Lap 6	00:00:23.53	00:02:27.60
Lap 5	00:00:33.26	00:02:04.07
Lap 4	00:00:21.30	00:01:30.80
Lap 3	00:00:22.77	00:01:09.49
Lap 2	00:00:26.24	00:00:46.72
Lap 1	00:00:20.48	00:00:20.48
