@RELATION signals

@ATTRIBUTE heart_rate NUMERIC
@ATTRIBUTE stress_level_value NUMERIC
@ATTRIBUTE eda NUMERIC
@ATTRIBUTE temp NUMERIC
@ATTRIBUTE Theta NUMERIC
@ATTRIBUTE Alpha NUMERIC
@ATTRIBUTE BetaL NUMERIC
@ATTRIBUTE BetaH NUMERIC
@ATTRIBUTE Gamma NUMERIC
@ATTRIBUTE Q15 {strongly_dislike,dislike,neutral,like,strongly_like}

@DATA
75,0,0.0439874374999999,30.1851499999999,8.2244491985119,2.8489516495535696,1.21661711651785,0.980363747767856,1.28352503065476,strongly_dislike
75,0,0.0411822166666666,30.162483333333306,3.47969495416666,1.07316493690476,0.7085675952380949,0.732094203422619,0.825315920386904,neutral
83,3,0.0452347583333333,30.295083333333306,2.58702080818452,1.16920607127976,1.09238391428571,1.09115299925595,1.27484074747023,dislike
82,19,0.0487926125,30.405533333333306,4.994030848809519,1.75463216636904,1.29570483139881,1.56041080595238,1.86877651711309,dislike
86,1,0.0522175875,30.5694499999999,12.0772214922619,3.079246337053569,1.46453639747023,1.09414109910714,1.365584746875,dislike
89,34,0.0504817791666666,30.5751666666667,7.2958528787202415,3.33206041502976,2.94190195252976,1.82604346473214,1.641127471875,strongly_dislike
86,14,0.0418556458333333,30.3574166666666,4.60656105286605,1.78959851173151,1.35970156697356,2.09238367953668,3.08219775081675,dislike
80,19,0.0421852583333333,30.228116666666605,6.999284434226179,2.41599747336309,1.5417630797619,1.52661688779761,1.70335170684523,dislike
90,17,0.0419350416666666,30.1088999999999,9.7809718828869,1.44665747425595,1.3048088610119,0.913856368452381,0.890212714434524,neutral
83,13,0.04118755,29.959816666666605,14.950750755654699,2.850882998363089,1.43387714047619,1.38600164032738,1.29855047068452,like
84,20,0.0337414875,29.675566666666604,20.6102050370535,7.2932578794642815,3.30227833318452,2.61236191994047,2.8917467605654705,neutral
84,16,0.03153945,29.555916666666604,101.959901506101,5.61757696636904,4.38803450863095,1.99591979419642,2.16149556741071,dislike
83,16,0.0335577625,29.50855,11.527131910454399,2.02357305717255,1.23837068369468,1.3690217147312098,1.77624989560439,dislike
85,21,0.0357124583333333,29.448416666666603,15.0607311620535,2.16983491473214,1.4435749912202298,1.72740365178571,1.79593976324404,dislike
89,33,0.0350111249999999,29.3755333333333,6.935461918005951,3.5912130040178503,3.26705339940476,2.68461432797619,3.27054720610119,like
94,1,0.0346875,29.310316666666605,4.281090153125,1.33824467842261,1.17019674315476,1.75288734508928,2.13154286830357,neutral
91,19,0.0380514041666666,29.225316666666604,24.951208618057603,9.86603351306801,9.79145187615087,5.92254024250074,6.08312609162459,dislike
88,1,0.0369717249999999,29.1218499999999,3.46346549360119,1.61308979404761,1.4179266468749898,1.79979318377976,2.35299842812499,neutral
87,18,0.0356211666666666,29.0314333333333,245.242565254315,36.495810359375,18.504048268749894,5.86163458928571,3.98791381309523,neutral
81,18,0.0314649958333333,28.964516666666604,44.988086202190715,5.92660312870835,4.2261897576449,2.10573582131446,1.71589142514833,strongly_dislike
83,15,0.002189025,27.532683333333306,2.700934926488089,1.04296630252976,0.89695314360119,0.9568346889880948,1.25512620669642,dislike
90,1,0.00363,26.987633333333306,9.43831641666666,3.03910941949404,1.7264061485119,1.2489818821428502,1.08255635624999,neutral
75,1,0.00280172083333333,26.5366833333333,62.89061702514879,10.641231786160699,4.270730380505951,2.2888990657737995,2.15084114970238,like
75,1,0.00331576666666666,26.133016666666602,3.0423232021087,0.898436024354024,0.7904634070389059,1.05895561568161,1.19792659132759,neutral
75,1,0.0036938791666666602,25.7841999999999,2.10318861354166,0.965879682291666,0.866369105357143,0.950528034970238,1.00095714032738,neutral
75,1,0.00262920833333333,25.438066666666604,2.5652451002976098,0.953645739583333,0.7725952418154749,1.19242613898809,1.56278403556547,neutral
75,1,0.0027790999999999897,25.122033333333306,2.47624727589285,0.906000767261905,0.691878726934523,0.6260405724702371,0.609391168898809,like
75,1,0.0018876874999999894,24.346316666666603,4.26947211815476,1.25784560148809,1.11821495133928,1.11786025342261,1.33356420133928,dislike
75,1,0.00281892916666666,24.1212499999999,11.880928100683,2.7549142450252404,1.31516077145827,1.34109621220671,1.3978992566082502,dislike
75,1,0.0024208125,23.897216666666605,4.59758891666666,1.13346293690476,0.93199926875,1.1910514375,1.48180330625,like
75,1,0.00329757083333333,23.692516666666602,3.71913772232142,1.26429430922619,1.18070582916666,1.1908137001488,1.5272674032738,neutral
75,1,0.0037043625,23.522933333333306,12.4671199999999,2.35364353124999,1.5305811605654698,1.64911422946428,2.05144568318452,like
75,1,0.0028588583333333303,23.3814833333333,2.09031289204039,0.750667053014553,0.6037637842292839,0.653006705375705,0.857360374517374,neutral
75,1,0.0021861999999999893,23.218233333333306,3.4511993568452297,1.08488594925595,0.9227711857142852,1.0869566095238,1.3450578062499898,like
75,1,0.0012875333333333301,22.93645,4.5475566084051,1.3223053198693102,0.9236649508464498,0.963529465844965,1.068043502673,neutral
75,1,0.0014773958333333301,22.8009999999999,2.8897378440476094,0.93331924375,0.683892713392856,0.860012109375,1.00327924866071,neutral
75,1,0.0022913624999999892,22.55825,2.6459444342261804,1.08197467008928,1.05414131502976,1.20218980848214,1.50775595252976,neutral
75,1,0.00167715416666666,22.3449333333333,2.08754105758928,0.7606312455357142,0.4902669433035711,0.456510228720238,0.496304927380952,like
75,1,0.000881175,22.240566666666602,4.8394751974702315,0.850758419940476,0.620443854910714,0.58190550907738,0.6765024852678571,neutral
75,1,0.000926316666666666,22.1575,7.915549045982139,3.1221955120535694,1.96934519017857,1.7742697688988,1.90510095267857,neutral
75,1,0.0237405374999999,22.655233333333307,5.46103458969408,1.27308349094149,1.09783648856548,1.27480019156519,1.60910876076626,neutral
75,1,0.0384967583333333,25.59035,5.46572399241071,1.09581222901785,1.1246530848214198,1.01086260119047,1.37252375357142,dislike
75,1,0.0678703416666666,26.0894,3.7125500766369,1.15652972247023,1.27482836220238,1.57927016785714,2.37055731934523,dislike
110,1,0.0908503458333334,26.359283333333305,19.685800418918895,14.230142683694599,11.6965098065042,4.00318376982476,2.15186088951588,like
114,27,0.117482845833333,26.638616666666604,9.29138128050594,3.54916808511904,2.70087999627976,2.8690073833333303,4.01798596398809,dislike
85,7,0.1648170375,26.8272333333333,1.8500288549107096,0.7257549964285709,0.4407110745535711,0.3588601395833329,0.353042520238095,like
75,5,0.219197795833333,27.12195,2.94520048292248,0.946437086130085,0.7374999986634979,0.685488043213543,1.12776247802197,dislike
75,15,0.241464225,27.152566666666605,2.06669173363095,0.7656492183035709,0.5310353321428571,0.677626128869047,1.02418095282738,like
75,15,0.241464225,27.152566666666605,2.06669173363095,0.7656492183035709,0.5310353321428571,0.677626128869047,1.02418095282738,like
94,19,0.272882213389121,27.2282499999999,2.26779166473214,1.07912176279761,1.26687343169642,1.5062167860119,1.97394764732142,dislike
