heart_rate,stress_level_value,eda,temp,Theta,Alpha,BetaL,BetaH,Gamma,Q15
78,1,0.400215645833332,31.3364833333333,10.6182116325892,2.09477309791666,1.21067822752976,0.557120061309523,0.29707104122023803,-1
76,1,0.4036703416666661,31.3716333333332,7.5162578952380885,2.08291055208333,1.10526999404761,0.511720066220238,0.2857112400297609,1
73,1,0.4045777208333329,31.3902666666666,8.87614557425006,2.4323171580041496,1.16645322081972,0.497525009652509,0.268991815265815,-1
73,1,0.4045777208333329,31.3902666666666,8.87614557425006,2.4323171580041496,1.16645322081972,0.497525009652509,0.268991815265815,-2
73,1,0.4045777208333329,31.3902666666666,8.87614557425006,2.4323171580041496,1.16645322081972,0.497525009652509,0.268991815265815,-2
77,1,0.4025439583333329,31.3924333333333,8.78713675699404,1.9968463739583304,1.06081596428571,0.473963101934523,0.269440592559523,-2
77,1,0.4025439583333329,31.3924333333333,8.78713675699404,1.9968463739583304,1.06081596428571,0.473963101934523,0.269440592559523,1
90,22,0.4042553833333329,31.396333333333306,9.186669717113089,2.0210951922619,1.02079787142857,0.454388987648809,0.25476440297619,1
90,22,0.4042553833333329,31.396333333333306,9.186669717113089,2.0210951922619,1.02079787142857,0.454388987648809,0.25476440297619,1
90,17,0.408994854166666,31.349516666666602,6.68820028645678,1.7253882395307298,0.8693049073359069,0.375919574844074,0.195561198396198,-1
90,17,0.408994854166666,31.349516666666602,6.68820028645678,1.7253882395307298,0.8693049073359069,0.375919574844074,0.195561198396198,-1
82,16,0.4162524708333329,31.2883833333332,16.623551278125,4.33161029270833,2.12705505252976,0.9757524575892852,0.465897970535714,0
82,16,0.4162524708333329,31.2883833333332,16.623551278125,4.33161029270833,2.12705505252976,0.9757524575892852,0.465897970535714,-1
82,21,0.4100694958333329,31.2441,11.8701429174107,2.65825333065476,1.24772521175595,0.576224869196428,0.285355323660714,1
82,21,0.4100694958333329,31.2441,11.8701429174107,2.65825333065476,1.24772521175595,0.576224869196428,0.285355323660714,-1
79,1,0.4167692791666661,31.214633333333307,52.085797203720205,13.684601178869,3.02188084122023,0.5797233821428571,0.294979333184523,-1
79,1,0.4167692791666661,31.214633333333307,52.085797203720205,13.684601178869,3.02188084122023,0.5797233821428571,0.294979333184523,0
79,1,0.4167692791666661,31.214633333333307,52.085797203720205,13.684601178869,3.02188084122023,0.5797233821428571,0.294979333184523,-1
78,1,0.4202985541666661,31.2003333333333,75.6046096033561,18.288699953964894,4.21687766453816,0.583143667211167,0.317418709236709,0
79,1,0.430623775,31.1959999999999,271.850979883928,2.96925203824404,3.13649865208333,1.0492396595238,0.29016706011904697,-1
79,1,0.430623775,31.1959999999999,271.850979883928,2.96925203824404,3.13649865208333,1.0492396595238,0.29016706011904697,-1
79,1,0.430623775,31.1959999999999,271.850979883928,2.96925203824404,3.13649865208333,1.0492396595238,0.29016706011904697,-1
78,1,0.4474339541666661,31.2003333333333,198.24707518288602,4.42263322544642,2.19835155744047,0.764213266964285,0.31367178645833305,-1
81,1,0.4652139458333329,31.1990333333333,130.644206031696,5.125360325595231,1.16262749866071,0.938841899255952,0.3893918395833329,0
81,1,0.4652139458333329,31.1990333333333,130.644206031696,5.125360325595231,1.16262749866071,0.938841899255952,0.3893918395833329,-1
84,1,0.466234364016736,31.212033333333306,19.5630968770418,2.01893182922482,0.909083519008019,0.504870474903474,0.32061495054945,-1
84,1,0.466234364016736,31.212033333333306,19.5630968770418,2.01893182922482,0.909083519008019,0.504870474903474,0.32061495054945,1
77,1,0.468151763485477,31.230233333333306,25.607442181398802,2.24166537068452,1.01906538616071,0.497617608779761,0.277955174404762,-1
77,1,0.468151763485477,31.230233333333306,25.607442181398802,2.24166537068452,1.01906538616071,0.497617608779761,0.277955174404762,1
78,1,0.4647388583333329,31.2523333333333,49.5382780297619,4.90845266979166,1.68598835029761,0.71333515,0.374873638690476,0
78,1,0.4647388583333329,31.2523333333333,49.5382780297619,4.90845266979166,1.68598835029761,0.71333515,0.374873638690476,1
83,23,0.43072305,31.282666666666604,28.4241314659934,2.97855818770418,1.57533131021681,0.6918932485892479,0.311703443866944,1
74,20,0.4318884958333329,31.313066666666604,15.6166757229166,1.99391103125,1.59274761279762,0.76071887485119,0.303053965625,-1
74,20,0.4318884958333329,31.313066666666604,15.6166757229166,1.99391103125,1.59274761279762,0.76071887485119,0.303053965625,1
78,24,0.4452110458333329,31.393316666666603,14.0038553653273,2.94899066622023,0.997395266964285,0.451106667261904,0.26573135535714204,-1
78,24,0.4452110458333329,31.393316666666603,14.0038553653273,2.94899066622023,0.997395266964285,0.451106667261904,0.26573135535714204,-1
78,22,0.457532904166666,31.4879,5.763117463690469,1.38195426860119,0.79309072485119,0.4017539808035711,0.249308644791666,0
78,22,0.457532904166666,31.4879,5.763117463690469,1.38195426860119,0.79309072485119,0.4017539808035711,0.249308644791666,0
78,23,0.468561999999999,31.558133333333306,5.98532334422334,1.4793299031779,0.79186608063558,0.3653731476091471,0.228039468072468,-1
75,24,0.4900969083333329,31.5953166666666,5.40091995892857,1.4885733168154698,0.7688086886904759,0.395102959970238,0.25404513645833304,1
75,24,0.4900969083333329,31.5953166666666,5.40091995892857,1.4885733168154698,0.7688086886904759,0.395102959970238,0.25404513645833304,0
78,24,0.5074521416666661,31.6279833333333,16.1894793093749,2.6038366427083304,1.80953099032738,0.7549518584821421,0.570361377529761,1
78,24,0.5074521416666661,31.6279833333333,16.1894793093749,2.6038366427083304,1.80953099032738,0.7549518584821421,0.570361377529761,2
75,1,0.193995387499999,31.3406166666666,887.480035201959,206.133217328927,111.62314017834801,37.7039322922483,14.5742833806058,0
75,1,0.193995387499999,31.3406166666666,887.480035201959,206.133217328927,111.62314017834801,37.7039322922483,14.5742833806058,0
77,1,0.00196520416666666,29.772,1.7049271007326,0.6265549652014649,0.4679337133699629,0.16479650183150102,0.10367497344322303,1
77,1,0.00196520416666666,29.772,1.7049271007326,0.6265549652014649,0.4679337133699629,0.16479650183150102,0.10367497344322303,1
78,1,0.00196519166666666,28.171366666666604,5593.236083508001,170.874536861003,18.2004674581229,15.653421097713,3.12638432462132,-1
78,1,0.00196519166666666,28.171366666666604,5593.236083508001,170.874536861003,18.2004674581229,15.653421097713,3.12638432462132,1
78,1,0.00196519166666666,28.171366666666604,5593.236083508001,170.874536861003,18.2004674581229,15.653421097713,3.12638432462132,-2
