heart_rate,label
85.0,1
86.0,2
87.0,3
85.0,4
86.0,5
88.0,6
82.0,7
83.0,8
82.0,9
84.0,10
85.0,11
87.0,12
88.0,13
89.0,14
80.0,15
84.0,16
85.0,17
85.0,18
86.0,19
84.0,20
86.0,21
84.0,22
84.0,23
83.0,24
82.0,25
81.0,26
83.0,27
80.0,28
82.0,29
82.0,30
82.0,31
81.0,32
83.0,33
84.0,34
83.0,35
83.0,36
81.0,37
83.0,38
81.0,39
81.0,40
80.0,41
80.0,42
79.0,43
79.0,44
78.0,45
77.0,46
86.0,47
0.0,48
0.0,49
0.0,50
