heart_rate,label
92.0,1
93.0,2
91.0,3
89.0,4
89.0,5
90.0,6
88.0,7
86.0,8
88.0,9
84.0,10
89.0,11
86.0,12
84.0,13
84.0,14
85.0,15
87.0,16
86.0,17
84.0,18
88.0,19
87.0,20
85.0,21
84.0,22
82.0,23
83.0,24
83.0,25
83.0,26
82.0,27
84.0,28
92.0,29
84.0,30
81.0,31
79.0,32
81.0,33
81.0,34
80.0,35
81.0,36
81.0,37
79.0,38
81.0,39
81.0,40
79.0,41
79.0,42
78.0,43
78.0,44
82.0,45
80.0,46
78.0,47
79.0,48
78.0,49
78.0,50
