heart_rate,label
81.0,1
79.0,2
80.0,3
80.0,4
77.0,5
80.0,6
80.0,7
80.0,8
77.0,9
76.0,10
77.0,11
78.0,12
79.0,13
79.0,14
80.0,15
80.0,16
77.0,17
77.0,18
80.0,19
78.0,20
78.0,21
79.0,22
79.0,23
78.0,24
78.0,25
78.0,26
78.0,27
77.0,28
77.0,29
75.0,30
75.0,31
75.0,32
76.0,33
76.0,34
78.0,35
78.0,36
76.0,37
76.0,38
76.0,39
78.0,40
78.0,41
78.0,42
75.0,43
75.0,44
78.0,45
78.0,46
78.0,47
78.0,48
78.0,49
78.0,50
