heart_rate,label
83.0,1
88.0,2
83.0,3
83.0,4
80.0,5
82.0,6
80.0,7
80.0,8
82.0,9
78.0,10
78.0,11
83.0,12
83.0,13
78.0,14
78.0,15
80.0,16
80.0,17
80.0,18
81.0,19
80.0,20
81.0,21
78.0,22
78.0,23
78.0,24
78.0,25
78.0,26
75.0,27
75.0,28
73.0,29
72.0,30
71.0,31
71.0,32
71.0,33
71.0,34
72.0,35
72.0,36
73.0,37
72.0,38
72.0,39
73.0,40
74.0,41
74.0,42
72.0,43
72.0,44
72.0,45
71.0,46
71.0,47
73.0,48
73.0,49
73.0,50
