heart_rate,label
80.0,1
76.0,2
79.0,3
81.0,4
79.0,5
79.0,6
79.0,7
79.0,8
79.0,9
81.0,10
82.0,11
80.0,12
80.0,13
81.0,14
81.0,15
80.0,16
82.0,17
82.0,18
79.0,19
78.0,20
74.0,21
81.0,22
79.0,23
79.0,24
77.0,25
78.0,26
79.0,27
79.0,28
80.0,29
76.0,30
77.0,31
77.0,32
75.0,33
75.0,34
80.0,35
80.0,36
80.0,37
75.0,38
75.0,39
75.0,40
79.0,41
79.0,42
80.0,43
77.0,44
77.0,45
78.0,46
78.0,47
78.0,48
78.0,49
78.0,50
