building_ID,heart_rate,stress_level_value,eda,temp,Theta,Alpha,BetaL,BetaH,Gamma,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15
1,73,15,0.0935108541666667,32.4224333333333,2.51398076923076,0.900613064300564,0.414934302940302,0.257915931541431,0.186758115533115,1,1,1,1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
2,73,15,0.0935108541666667,32.4224333333333,3.38949725252976,1.01001253675595,0.468817889732142,0.280738964732142,0.198786097321428,1,0,1,1,1,1,1,1,0,0,2,1,1,1,1
3,70,22,0.011916675,29.8704,4.27812851428571,1.1748165641369,0.470123220238095,0.309264659375,0.328265836309523,0,1,0,0,-1,0,0,0,1,1,-1,0,-1,-1,-1
4,74,17,0.01494215,30.1665833333333,4.18816734422334,1.42382333234333,0.818063106771606,0.52069694000594,0.473374914463914,-1,1,-1,1,1,0,1,0,-1,0,1,1,1,1,0
5,74,24,0.0175085041666666,30.2527333333333,2.55689154464285,1.01781724285714,0.587832667857142,0.388894005803571,0.307178425148809,-1,0,-1,-1,-1,-1,0,-1,1,1,-2,-1,-1,-2,-2
6,77,24,0.018795625,30.3212666666667,2.90124752931547,1.19163213199404,0.774295640178571,0.564081862797619,0.483844500744047,-1,0,-1,0,-2,-1,-1,-2,1,1,-2,-1,-1,-2,-2
7,76,25,0.0207168451882845,30.4002166666666,7.65278129848529,1.94315365993466,0.852540709088209,0.674017067567567,0.481377875853876,1,1,1,-1,-1,-1,-2,0,-1,1,0,-1,-2,-1,0
8,80,24,0.0236908541666666,30.5234666666666,4.59761909404761,1.72516974985119,1.15698081354166,0.910381375446428,0.940904568898809,-1,0,-1,-1,1,-1,-2,1,2,1,0,-1,-1,0,-1
9,73,22,0.0246363817427385,30.5821999999999,9.06054218348214,2.36442661235119,1.11704982559523,1.00357049568452,1.02937795625,-2,1,-1,-1,1,-2,-2,1,1,-1,-1,-2,-2,-1,-1
10,75,22,0.0266053012552301,30.6916999999999,53.1625039491071,19.6515274736607,11.0915329879464,5.21753238586309,2.63308281845238,1,-1,0,1,1,0,0,-1,-1,-1,0,1,1,0,1
11,75,19,0.0280542314049586,30.7332,6.17276435133928,2.79346825580357,1.74738325907738,1.25148932574404,1.54512440386904,-1,1,-1,-1,-1,-1,-2,-1,1,-1,-1,-1,-2,-1,-1
12,79,21,0.0308971742738589,30.7773333333333,2.23869038020833,1.46865524345238,0.678690471279762,0.349298264434523,0.270679733333333,-2,0,-2,-1,0,-1,-1,0,2,-1,-1,-1,-1,-2,-2
13,75,17,0.0315496666666666,30.8210833333333,4.69567581764182,1.59121775705375,0.766583172557172,0.599746148648648,0.537298173299673,-1,0,-1,-1,-1,-2,-2,-2,-1,-1,-1,-1,-2,-2,-2
14,78,15,0.0336469083333333,30.8935333333333,2.8439629141369,1.36913965624999,0.806021841220238,0.736710308035714,0.730904123958333,-1,0,-1,0,1,-1,-2,1,-1,0,0,-1,-1,-1,-1
15,73,22,0.0347628708333333,30.9870999999999,5.30731075639881,1.63642470431547,1.13744539464285,0.922029040327381,0.892595913839285,0,1,0,1,0,0,-1,0,1,1,-1,1,1,0,0
16,82,16,0.0367574625,31.1824166666666,4.5059686235119,1.80064445535714,1.62345917157738,0.910089674255952,1.07837600892857,0,1,1,-1,0,-2,-2,0,1,1,-2,-2,-2,-1,-1
17,72,23,0.0395832083333333,31.2710166666666,4.93005642172619,1.98318119910714,0.996764120089285,0.750208265922618,0.770673583779761,0,1,1,1,1,-1,-1,1,-1,1,-1,-1,-2,-1,-1
18,72,23,0.0395832083333333,31.2710166666666,4.93005642172619,1.98318119910714,0.996764120089285,0.750208265922618,0.770673583779761,1,-1,0,1,1,0,1,1,0,0,-1,-1,-1,-1,-1
19,73,20,0.0415950875,31.3425166666666,2.50725058244047,1.32738745744047,0.610899925446428,0.547511943452381,0.485212315029762,1,1,1,2,2,1,1,0,-1,1,2,1,1,1,1
20,75,7,0.0478624125,31.5082666666666,3.01720772098214,1.35841533586309,0.866358260565475,0.71111014360119,0.616477705357142,0,0,0,1,1,1,1,0,-1,1,1,1,1,1,1
21,72,20,0.0499150166666667,31.6098333333333,2.90993528199404,1.20050296502976,0.776417838541666,0.67610171875,0.612910858184523,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1
22,72,20,0.0499150166666667,31.6098333333333,2.90993528199404,1.20050296502976,0.776417838541666,0.67610171875,0.612910858184523,-1,-1,-1,-1,-2,-2,-2,-2,1,-2,-2,-2,-2,-1,-1
23,74,19,0.0510958833333333,31.7008,5.43599437897238,1.58707642010691,0.895650855360855,0.744923348232848,0.591936442381942,-1,-1,-2,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
24,79,15,0.0531269541666666,31.7813,12.0232266994047,3.59694664523809,3.93776004464285,2.08984147053571,2.55912289285714,-1,1,0,1,1,0,0,1,1,1,1,1,1,1,1
25,72,23,0.054545925,31.8608333333333,6.71229092991071,2.21129118824404,1.67710523869047,1.40116429627976,1.36483245520833,-2,0,-1,1,2,1,1,0,1,1,1,1,1,1,1
26,71,24,0.0563869208333333,31.9348166666666,8.70538278497023,2.98617577648809,2.24971381235119,1.92713034449404,2.33461605937499,0,0,0,-1,-1,-1,-2,-1,1,1,-2,-2,-2,-1,-1
27,75,20,0.0582278375,32.0052666666666,2.9927607021087,2.12565343347193,1.20541698752598,0.955339044995544,0.858888732848233,0,0,0,1,1,2,1,0,0,0,1,2,1,1,1
28,73,20,0.0586646916666666,32.1004237288135,6.15677508705356,2.13650882157738,1.53725820267857,1.06783459419642,0.949005744047619,-1,0,-1,-1,-1,-1,-2,1,1,-1,-1,-2,-2,-1,-1
