Theta,Alpha,BetaL,BetaH,Gamma,label
1.5022635347490354,0.644910348975349,0.4971094731214733,0.3565544370359371,0.3759350703890704,1
1.8077657526785715,0.7147555797619047,0.3933234526785715,0.2688173105654762,0.18450048258928567,2
3.586157501336501,0.9090177673002674,0.4609236131571132,0.35026315904365896,0.2469546485001485,3
11.840842041815481,2.014151007738095,0.9540313016369052,0.4459380845238096,0.3018295410714286,4
2.3696633811998806,0.8130477053757051,0.6441627237897237,0.4122814986634985,0.499261485892486,5
2.1409533776785716,0.8086241523809522,0.941111058779762,0.5263484962797619,0.8226842309523809,6
7.925904042559519,2.430637941220238,1.5737435473214287,0.7126056944940476,0.5593603761904762,7
6.975582270418771,2.9445922916542915,2.087060049153549,1.4465890533115535,1.0816625804870803,8
4.055754408184522,1.2793686883928572,1.0947785211309526,0.5573387351190476,0.4342403630952381,9
2.977979045386904,1.0492462169642858,0.6375678241071429,0.3713570718750001,0.22576561354166666,10
3.0089225198990195,1.2395998497178495,0.8363529131274132,0.5103373615978618,0.4297275605880605,11
3.7670594037202387,1.2213135735119047,1.0774580380952383,0.6490927523809523,0.7132156754464285,12
2.8791308610119044,1.3493706816964288,1.0045169476190474,0.671710017857143,0.5371337409226192,13
2.4327017380952367,1.017981784226191,0.7846079369047618,0.4850874898809524,0.3975853793154762,14
6.126405186755951,3.2671411049107144,2.3530329552083336,1.6559669616071433,1.1972586084821424,15
5.0400198889880965,1.9425379433035717,1.6515572273809522,1.1727529102678569,0.952482811607143,16
2.8725098957528954,1.5661520994950997,1.4190935610335609,0.8806270836055836,0.9321547362637359,17
13.388079562053564,3.097962556398812,1.3515247854166663,0.8160964303571426,0.6094154215773812,18
3.974066034821429,1.6328224907738096,1.2297975797619043,0.7173956614583332,0.4988530281250001,19
4.4995512876447865,1.7548930488565486,1.074197989159489,0.7075247671517673,0.6312852800712802,20
12.574312505059519,2.5031364468750006,1.5228748136904755,1.0424269623511908,0.8532716319940477,21
12.709421420106919,4.19021447089397,2.3866502665577665,1.081847166023166,0.6640795611820611,22
4.9983507793154764,2.0807862523809524,1.4255232866071428,0.6637523959821429,0.4711930135416667,23
5.7586263222453224,3.3471163918918934,1.6804597411642404,0.9918453553608554,0.5786453167508168,24
4.247835139136907,2.0846814672619045,1.4457276898809528,0.9489121599702379,0.5238073183035715,25
5.233882447619047,1.4510151418154755,1.1255046252976195,0.7055497443452379,0.5122519148809525,26
9.264002581249997,3.2079191275297636,3.0110395681547617,1.749982196577381,0.947796150297619,27
5.581306644345237,3.409220891964285,6.771065342708334,3.861958815625,3.503005868452381,28
3.2165456321428563,1.8529014754464288,2.067247812946429,1.4141999236607143,1.3170513662202386,29
3.2165456321428563,1.8529014754464288,2.067247812946429,1.4141999236607143,1.3170513662202386,30
14.180960417285421,5.685907460201952,2.5842870262845272,1.29676952999703,0.7564414235224236,31
8.049620346726186,2.680688837946428,2.4443139513392858,1.4504215992559524,1.1935918915178565,32
2.666249033928572,1.2438641035714284,1.1269170813988094,0.6140777494047617,0.4508060336309523,33
3.098699594940476,1.357083485416667,0.9945624147321428,0.602042080059524,0.4255315958333332,34
2.9108780729135737,1.1191197968517972,0.7337762511137511,0.399814411048411,0.3032434694089693,35
5.6723871897321425,2.1780870421130945,1.1404063574404757,0.7558848574404758,0.4841138761904761,36
3.1364728896643896,1.4070191167211168,1.2647882515592517,0.8687595161865163,0.861936491089991,37
3.862790261607144,2.346468808630952,2.0477551072916667,1.3857371226190476,1.418749346279762,38
42.14549960520834,20.66022729047619,10.958917714285716,5.7483392690476185,2.6321271547619047,39
8.42161313840214,3.6517852983367987,1.6141123403623403,1.1401538795663793,0.842703841104841,40
26.040468658482155,9.26930831220238,6.270325465773808,3.687739755059524,2.9717727696428566,41
24.324504705059518,4.421828688541666,2.3100517349702376,1.2390221166666664,1.3308758547619044,42
60.658226001039495,28.82046545530145,17.552812997475492,9.123896165726162,6.080924926492425,43
16.49266916919643,5.852581629761902,3.4392383427083333,1.669186931845238,1.0227446613095237,44
8.159104628571425,4.267183022767858,3.3969117059523817,1.7652978144345242,1.5560562831845242,45
23.738329622023805,12.663230300925925,8.43924091071429,4.608657143849206,3.2207748432539685,46
6.6764137778704935,3.556657503504674,1.3771807368157545,0.5162500749332446,0.2390337560080107,47
6.6764137778704935,3.556657503504674,1.3771807368157545,0.5162500749332446,0.2390337560080107,48
25.747291428273808,7.1609889953869095,2.4325962089285698,1.0626982739583335,0.7443358193452381,49
25.747291428273808,7.1609889953869095,2.4325962089285698,1.0626982739583335,0.7443358193452381,50
